Gen_ID	DateMean	Locality	Pol_En	Mt_hapgrp
OBN002	-4750	Bas-Rhin, Obernai	France	V
OBN004	-4578	Bas-Rhin, Obernai	France	K1a2b
OBN005	-4938	Bas-Rhin, Obernai	France	V
OBN006	-5076	Bas-Rhin, Obernai	France	N1a1a1
OBN007	-4427	Bas-Rhin, Obernai	France	K1
OBN008	-4593	Bas-Rhin, Obernai	France	HV
OBN009	-4448	Bas-Rhin, Obernai	France	T2b4
OBN010	-4750	Bas-Rhin, Obernai	France	H45
OBN011	-4599	Bas-Rhin, Obernai	France	H2a2?
PRI001	-4268	Deux-Sèvres, Prissé-la-Charrière	France	X2b
PRI005	-4200	Deux-Sèvres, Prissé-la-Charrière	France	H3
PRI006	-4200	Deux-Sèvres, Prissé-la-Charrière	France	H3
I4303	-4674	Clos de Roque	France	H3
I4304	-4687	Clos de Roque	France	T2c1d
I4305	-4730	Clos de Roque	France	T2b3
I4308	-3500	Collet Redon	France	U3a1
OBN001	-4659	Bas-Rhin, Obernai	France	U5b1a
OBN003	-4594	Bas-Rhin, Obernai	France	K1a1b1
1H06.SG	-3165	Marne, Mont-Aimé hypogée I	France	U5a2b3
2H17.SG	-3207	Marne, Mont-Aimé hypogée II	France	U5b1i
2H06.SG	-3214	Marne, Mont-Aimé hypogée II	France	H2a2a1
2H11.SG	-3212	Marne, Mont-Aimé hypogée II	France	J1c1
1H04.SG	-2901	Marne, Mont-Aimé hypogée I	France	K1a1b1g
1H07.SG	-3216	Marne, Mont-Aimé hypogée I	France	J1c5
1H13.SG	-3000	Marne, Mont-Aimé hypogée I	France	K1a4a1
1H14.SG	-3210	Marne, Mont-Aimé hypogée I	France	H
2H07.SG	-3234	Marne, Mont-Aimé hypogée II	France	K1a4a1h
2H10.SG	-3215	Marne, Mont-Aimé hypogée II	France	H3
2HC51961131.SG	-3211	Marne, Mont-Aimé hypogée II	France	X2b
I15029	-3750	Morbihan, Quiberon, Port Blanc	France	V
I15030	-3750	Morbihan, Quiberon, Port Blanc	France	U5b1
I15031	-3750	Morbihan, Quiberon, Port Blanc	France	T2b3d
I15032	-3750	Morbihan, Quiberon, Port Blanc	France	H3
I15035	-3050	Morbihan, Quiberon, Port Blanc	France	H4a1a
I15034	-3050	Morbihan, Quiberon, Port Blanc	France	J2a1a1a
PER3123.SG	-7100	Nouvelle-Aquitaine (South-West), Agris, Les Perrats	France	U5b1-16189
PER3023.SG	-7100	Nouvelle-Aquitaine (South-West), Agris, Les Perrats	France	U5b3e
PER503.SG	-7100	Nouvelle-Aquitaine (South-West), Agris, Les Perrats	France	U5b1-16189
EUG11.SG	-1932	Occitanie (South), Laure, Dolmen de Saint-Eugène	France	V9
PIR3037AB.SG	-2045	Occitanie (South), Valros, Rec de Ligno	France	U4c1
PIR3116B.SG	-2220	Occitanie (South), Valros, Rec de Ligno	France	H2a1e
QUIN234.SG	-1650	Occitanie (South), Castelnaudary, Quinquiris	France	H3m
QUIN58.SG	-1650	Occitanie (South), Castelnaudary, Quinquiris	France	H1ah
BES1248.SG	-500	Occitanie (South), Bessan, La Monédière	France	J1c8a2
PECH5.SG	-450	Occitanie (South), Sigean, Pech Maho	France	H1e1b1a
PECH8.SG	-450	Occitanie (South), Sigean, Pech Maho	France	J1c2m
PEY163.SG	-300	Occitanie (South), Agde, Le Peyrou	France	W1g
PEY53.SG	-300	Occitanie (South), Agde, Le Peyrou	France	J1c11a
PT2.SG	-425	Occitanie (South), Gailhan, Oppidum du Plan de la Tour	France	J1c1b1
PEI10.SG	-2786	Occitanie (South), Villedubert, Dolmen des Peirières	France	V
PEI2.SG	-2800	Occitanie (South), Villedubert, Dolmen des Peirières	France	H1
Pir6.SG	-1634	Occitanie (South), Valros, Le Pirou	France	V
CRE20D.SG	-4300	Occitanie (South), Béziers, Le Crès	France	H-16291
Pir4.SG	-4343	Occitanie (South), Valros, Le Pirou	France	V10a
I16782	-2000	Morbihan, Quiberon, Beg-er-Vil	France	H1b1
Ranchot88_noUDG	-8184	Ranchot	France	U5b1
Rigney1_noUDG	-13508	Rigney	France	U2'3'4'7'8'9
Rochedane	-11077	Rochedane	France	U5b2b
Rochedane_Fu2016	-11077	Rochedane	France	U5b2b
I13620	-300	Bouches-du-Rhône, Velaux, Roquepertuse	France	T2c1d
I13621	-300	Bouches-du-Rhône, Velaux, Roquepertuse	France	K1a4a1
I13623	-300	Bouches-du-Rhône, Velaux, Roquepertuse	France	H1bt1
I19916	-300	Bouches-du-Rhône, Velaux, Roquepertuse	France	V3a
I19917	-300	Bouches-du-Rhône, Velaux, Roquepertuse	France	X2c2
I19918	-300	Bouches-du-Rhône, Velaux, Roquepertuse	France	H
I13720	-300	Bouches-du-Rhône, Velaux, Roquepertuse	France	U4b
TAP002_noUDG	1747	French Polynesia, Ra'iatea	French Polynesia	B4a1a1m1
TAP004_noUDG	1722	French Polynesia, Ra'iatea	French Polynesia	B4a1a1
TAP003	1584	French Polynesia, Ra'iatea	French Polynesia	B4a1a1c
KK1_noUDG.SG	-7728	Kotias Klde	Georgia	H13c
SATP_noUDG.SG	-11332	Satsurblia	Georgia	K3
IND001.A_noUDG	600	North Rhine-Westphalia, Alt-Inden	Germany	U5b2a1a2
IND002.A_noUDG	600	North Rhine-Westphalia, Alt-Inden	Germany	V3c
IND003.A_noUDG	600	North Rhine-Westphalia, Alt-Inden	Germany	T2b
IND004.A_noUDG	600	North Rhine-Westphalia, Alt-Inden	Germany	U8b1b1
IND005.A_noUDG	600	North Rhine-Westphalia, Alt-Inden	Germany	T2g1a1
IND006.A_noUDG	600	North Rhine-Westphalia, Alt-Inden	Germany	H13a1a
IND007.A_noUDG	600	North Rhine-Westphalia, Alt-Inden	Germany	J2b1a1
IND010.A_noUDG	600	North Rhine-Westphalia, Alt-Inden	Germany	H8c
IND011.A_noUDG	600	North Rhine-Westphalia, Alt-Inden	Germany	U5b1
IND012.A_noUDG	600	North Rhine-Westphalia, Alt-Inden	Germany	U5b1
IND013.A_noUDG	600	North Rhine-Westphalia, Alt-Inden	Germany	H3b1b1
IND014.A_noUDG	600	North Rhine-Westphalia, Alt-Inden	Germany	T2
IND015.A_noUDG	600	North Rhine-Westphalia, Alt-Inden	Germany	H3h3
IND016.A_noUDG	600	North Rhine-Westphalia, Alt-Inden	Germany	T2f1a1
IND017.A_noUDG	600	North Rhine-Westphalia, Alt-Inden	Germany	U3a1
IND008.A_noUDG	600	North Rhine-Westphalia, Alt-Inden	Germany	H2a2
IND009.A_noUDG	600	North Rhine-Westphalia, Alt-Inden	Germany	R0a
ADN002_noUDG	800	Lower Saxony, Anderten	Germany	U5a2c3a
ADN004_noUDG	800	Lower Saxony, Anderten	Germany	H5e1
ADN005_noUDG	800	Lower Saxony, Anderten	Germany	H2a2a1
ADN006_noUDG	800	Lower Saxony, Anderten	Germany	J1b1a1b
ADN007_noUDG	800	Lower Saxony, Anderten	Germany	V
ADN008_noUDG	800	Lower Saxony, Anderten	Germany	H3af
ADN010_noUDG	800	Lower Saxony, Anderten	Germany	H2a2a1
ADN011_noUDG	800	Lower Saxony, Anderten	Germany	K1a4a1a2a
ADN012_noUDG	800	Lower Saxony, Anderten	Germany	H
ADN014_noUDG	800	Lower Saxony, Anderten	Germany	H
ADN015_noUDG	800	Lower Saxony, Anderten	Germany	H1e
ADN003_noUDG	800	Lower Saxony, Anderten	Germany	H2a2a1
ADN009_noUDG	800	Lower Saxony, Anderten	Germany	H2a2a1
ADN001_noUDG	800	Lower Saxony, Anderten	Germany	H56
ADN013_noUDG	800	Lower Saxony, Anderten	Germany	H1a1c
RISE471_noUDG.SG	-1593	Untermeitingen	Germany	J1c1b
I0108	-2449	Rothenschirmbach	Germany	H5a3
I0111	-2353	Rothenschirmbach	Germany	H3ao
I0112	-2274	Quedlinburg Site XII	Germany	H13a1a2
I0113	-2196	Quedlinburg Site XII	Germany	J1c5
I0806	-2267	Quedlinburg Site VII	Germany	H1
I1546	-2275	Benzingerode-Heimburg	Germany	U5a1b1
I1549	-2275	Benzingerode-Heimburg	Germany	W1c1
I3588	-2225	Bavaria, Alburg-Lerchenhaid, Spedition Häring, Stkr. Straubing	Germany	H1e1a
I3589	-2225	Bavaria, Alburg-Lerchenhaid, Spedition Häring, Stkr. Straubing	Germany	U4d1
I3590	-2236	Bavaria, Alburg-Lerchenhaid, Spedition Häring, Stkr. Straubing	Germany	H1
I3594	-2225	Bavaria, Alburg-Lerchenhaid, Spedition Häring, Stkr. Straubing	Germany	T2
I3600	-2225	Bavaria, Alburg-Lerchenhaid, Spedition Häring, Stkr. Straubing	Germany	U5b
I3601	-2225	Bavaria, Alburg-Lerchenhaid, Spedition Häring, Stkr. Straubing	Germany	H10e
I4134	-2250	Osterhofen-Altenmarkt	Germany	HV
I4143	-2317	Landau an der Isar	Germany	H2a1e
I4144	-2461	Osterhofen-Altenmarkt	Germany	K1
I5014	-2250	Manching-Oberstimm	Germany	V
I5023	-2250	Osterhofen-Altenmarkt	Germany	U2e1a1
I5523	-2300	Landau, DGF-Lan	Germany	K1b1a1
I5524	-2300	Landau, DGF-Lan	Germany	H72
I5525	-2300	Landau, DGF-Lan	Germany	U4b1b2
I5527	-2300	Manching-Oberstimm	Germany	K2b1a1
I5529	-2300	Osterhofen-Altenmarkt	Germany	HV15
I5531	-2300	Weichering	Germany	T2b
I5658	-2250	Irlbach LKR	Germany	T2b
I5659	-2250	Irlbach LKR	Germany	K1a4b
I5833	-2250	Irlbach LKR	Germany	J1c
I5834	-2250	Irlbach LKR	Germany	W5
I5836	-2300	Worms-Herrnsheim	Germany	H1b1
I6482	-2300	Weichering	Germany	U4d2
I6590	-2250	Irlbach LKR	Germany	X2c1
I6591	-2250	Irlbach LKR	Germany	U5b2c
I6624	-2250	Irlbach LKR	Germany	T1a1
I1530	-2272	Rothenschirmbach	Germany	H3ao
I3593	-2257	Bavaria, Alburg-Lerchenhaid, Spedition Häring, Stkr. Straubing	Germany	H1
I3597	-2225	Bavaria, Alburg-Lerchenhaid, Spedition Häring, Stkr. Straubing	Germany	T2
I5526	-2300	Landau, DGF-Lan	Germany	H72
I5657	-2250	Irlbach LKR	Germany	T2b
I4248	-2250	Irlbach LKR	Germany	T2b
I5660	-2250	Irlbach LKR	Germany	T1a1
I3599	-2225	Bavaria, Alburg-Lerchenhaid, Spedition Häring, Stkr. Straubing	Germany	H1e1a
I0805	-2302	Quedlinburg Site VII	Germany	H1
I3592	-2310	Bavaria, Alburg-Lerchenhaid, Spedition Häring, Stkr. Straubing	Germany	H
RISE564_noUDG.SG	-2250	Osterhofen-Altenmarkt	Germany	H-T16311C
RISE562_noUDG.SG	-2317	Landau an der Isar	Germany	H2a1e
RISE563_noUDG.SG	-2461	Osterhofen-Altenmarkt	Germany	K1c1
I5835	-2250	Irlbach LKR	Germany	J1c
I5019	-2250	Bavaria, Künzing-Bruck, Lkr. Deggendorf	Germany	K1b1a1
I5530	-2300	Weichering	Germany	K1b1a1
I5656	-2250	Irlbach LKR	Germany	T2g2
I6481	-2300	Weichering	Germany	U5a1a1
I0060	-2264	Rothenschirmbach	Germany	K1a2c
I3602	-2225	Bavaria, Alburg-Lerchenhaid, Spedition Häring, Stkr. Straubing	Germany	I3a
I3604	-2250	Bavaria, Künzing-Bruck, Lkr. Deggendorf	Germany	HV9
I4249	-2236	Irlbach LKR	Germany	H5a1
I4250	-2270	Irlbach LKR	Germany	U5a1a2b
I5655	-2250	Irlbach LKR	Germany	H5a1
I5661	-2250	Irlbach LKR	Germany	K1b1b1
I5663	-2250	Irlbach LKR	Germany	U5a2
I3596	-2225	Bavaria, Alburg-Lerchenhaid, Spedition Häring, Stkr. Straubing	Germany	H
I3607	-2250	Bavaria, Künzing-Bruck, Lkr. Deggendorf	Germany	W3a1
I0059	-2229	Benzingerode-Heimburg	Germany	H1
I0171	-2168	Benzingerode-Heimburg	Germany	U5a1a2a
I1563	-3498	Blatterhole Cave	Germany	H5
I1593	-3577	Blatterhole Cave	Germany	U5b2a2
I1594	-3190	Blatterhole Cave	Germany	J1c1b1
I1565	-3724	Blatterhole Cave	Germany	U5b2b2
Bockstein_noUDG	-6255	Swabian Jura, Baden-Wurttemberg, Bockstein-Höhle, Lone valley	Germany	U5b1d1
Brillenhohle_noUDG_d	-12867	Swabian Jura, Baden-Wurttemberg, Brillenhöhle, Ach Valley	Germany	U8a
Burkhardtshohle_noUDG	-12670	Swabian Jura, Baden-Wurttemberg, Burkhardtshöhle, Westerheim	Germany	U8a
I0049	-2345	Esperstedt	Germany	X2b4
I0103	-2522	Esperstedt	Germany	W6
I0104	-2408	Esperstedt	Germany	U4b1a1a1
I0106	-2347	Esperstedt	Germany	T2a1b1
I1532	-2275	Esperstedt	Germany	J1c2e
I1536	-2275	Esperstedt	Germany	U5a1g2
I1538	-2275	Esperstedt	Germany	J1c5
I1539	-2470	Esperstedt	Germany	J1c1b1a
I1542	-2275	Esperstedt	Germany	K1b1a
I1544	-2275	Esperstedt	Germany	J1c3j
I1541	-2275	Esperstedt	Germany	U2e1a1
I1540	-2275	Esperstedt	Germany	J1c5f
RISE435_noUDG.SG	-2677	Tiefbrunn	Germany	J1b1a1
RISE436_noUDG.SG	-2721	Tiefbrunn	Germany	U5b1c2
RISE434_noUDG.SG	-2753	Tiefbrunn	Germany	U4
RISE446_noUDG.SG	-2536	Bergrheinfeld	Germany	U5b1c2
DRU001.A_noUDG	750	Lower Saxony, Drantum	Germany	HV
DRU002.A_noUDG	750	Lower Saxony, Drantum	Germany	U2e2a
DRU003.A_noUDG	750	Lower Saxony, Drantum	Germany	H11a2a
DRU004.A_noUDG	750	Lower Saxony, Drantum	Germany	U5b1c2b
DRU005.A_noUDG	750	Lower Saxony, Drantum	Germany	H4a1a4b
DRU006.A_noUDG	750	Lower Saxony, Drantum	Germany	K1a
DRU007.A_noUDG	750	Lower Saxony, Drantum	Germany	H51
DRU008.A_noUDG	750	Lower Saxony, Drantum	Germany	T2b
DRU009.A_noUDG	750	Lower Saxony, Drantum	Germany	K1a4a1a2b
DRU011.A_noUDG	750	Lower Saxony, Drantum	Germany	K
DRU012.A_noUDG	750	Lower Saxony, Drantum	Germany	H2a2a1
DRU013.A_noUDG	750	Lower Saxony, Drantum	Germany	K1a4d
DRU015.A_noUDG	750	Lower Saxony, Drantum	Germany	H31a
DRU016.A_noUDG	750	Lower Saxony, Drantum	Germany	U3a1
DRU017.A_noUDG	750	Lower Saxony, Drantum	Germany	H1bd
DRU018.A_noUDG	750	Lower Saxony, Drantum	Germany	H31a
DRU014.A_noUDG	750	Lower Saxony, Drantum	Germany	H17b
DUN002.A_noUDG	900	Lower Saxony, Dunum	Germany	H1
DUN005.A_noUDG	900	Lower Saxony, Dunum	Germany	X
DUN006.A_noUDG	900	Lower Saxony, Dunum	Germany	J2b2
DUN007.A_noUDG	900	Lower Saxony, Dunum	Germany	H1c3b
DUN009.A_noUDG	900	Lower Saxony, Dunum	Germany	H3au
DUN010.A_noUDG	900	Lower Saxony, Dunum	Germany	H1au1
DUN011.A_noUDG	900	Lower Saxony, Dunum	Germany	U4b1b1
DUN013.A_noUDG	900	Lower Saxony, Dunum	Germany	H58
DUN001.B_noUDG	900	Lower Saxony, Dunum	Germany	U2e2a1a
DUN001.A_noUDG	900	Lower Saxony, Dunum	Germany	U2e2a1a
NIEcap1	605	Niederstotzingen, Southern Germany	Germany	K1a
NIEcap9	605	Niederstotzingen, Southern Germany	Germany	X2b4
NIEcap3a	605	Niederstotzingen, Southern Germany	Germany	K1a
NIEcap12a	605	Niederstotzingen, Southern Germany	Germany	H10e1
NIEcap12c	605	Niederstotzingen, Southern Germany	Germany	U5a1a1
NIEcap3b	605	Niederstotzingen, Southern Germany	Germany	I5a1b
NIEcap3c	605	Niederstotzingen, Southern Germany	Germany	T2
NIEcap12b	605	Niederstotzingen, Southern Germany	Germany	X2b4
NIEcap6	605	Niederstotzingen, Southern Germany	Germany	H65a
NIEcap10	605	Niederstotzingen, Southern Germany	Germany	H1b
NIEcap2	605	Niederstotzingen, Southern Germany	Germany	K1a1b2a1a
NIEcap5	605	Niederstotzingen, Southern Germany	Germany	K1a1b2a1a
AED125b_noUDG.SG	452	Bavaria, Altenerding- Klettham	Germany	K1a
AEHIb_noUDG.SG	447	Bavaria, Alteglofsheim	Germany	H5
NW54_noUDG.SG	468	Bavaria, Burgweinting - Nord-West II	Germany	C4a1a
STR300b_noUDG.SG	520	Bavaria, Straubing- Bajuwarenstraße	Germany	J1c10
STR310_noUDG.SG	520	Bavaria, Straubing- Bajuwarenstraße	Germany	H7
STR502b_noUDG.SG	586	Bavaria, Straubing- Bajuwarenstraße	Germany	T1
STR535_noUDG.SG	467	Bavaria, Straubing- Bajuwarenstraße	Germany	HV9
AED1108_noUDG.SG	481	Bavaria, Altenerding- Klettham	Germany	U4a2a
STR328c_noUDG.SG	453	Bavaria, Straubing- Bajuwarenstraße	Germany	U5a1h
AED1135b_noUDG.SG	505	Bavaria, Altenerding- Klettham	Germany	H60a
AED249_noUDG.SG	495	Bavaria, Altenerding- Klettham	Germany	T2c1d1a
AED513_noUDG.SG	425	Bavaria, Altenerding- Klettham	Germany	H7a
STR228_noUDG.SG	479	Bavaria, Straubing- Bajuwarenstraße	Germany	T2b21
STR248b_noUDG.SG	545	Bavaria, Straubing- Bajuwarenstraße	Germany	H11a2
STR360c_noUDG.SG	520	Bavaria, Straubing- Bajuwarenstraße	Germany	H5
AED106_noUDG.SG	495	Bavaria, Altenerding- Klettham	Germany	V3
AED1119_noUDG.SG	520	Bavaria, Altenerding- Klettham	Germany	W1e1a
AED204_noUDG.SG	495	Bavaria, Altenerding- Klettham	Germany	X2b
AED432b_noUDG.SG	505	Bavaria, Altenerding- Klettham	Germany	H1h1
AED92b_noUDG.SG	495	Bavaria, Altenerding- Klettham	Germany	U4a
Alh1_noUDG.SG	450	Bavaria, Altheim	Germany	J2a2b
Alh10_noUDG.SG	473	Bavaria, Altheim	Germany	I1
Alh2_noUDG.SG	421	Bavaria, Altheim	Germany	H2a2a1
Alh3a_noUDG.SG	459	Bavaria, Altheim	Germany	H2a2b
BIM33_noUDG.SG	475	Bavaria, Barbing-Irlmauth	Germany	U5b1b
BIM37b_noUDG.SG	600	Bavaria, Barbing-Irlmauth	Germany	T2b16
NW255a_noUDG.SG	483	Bavaria, Burgweinting - Nord-West II	Germany	H18b
STR220c_noUDG.SG	505	Bavaria, Straubing- Bajuwarenstraße	Germany	U5b2b
STR241_noUDG.SG	495	Bavaria, Straubing- Bajuwarenstraße	Germany	H1
STR266b_noUDG.SG	520	Bavaria, Straubing- Bajuwarenstraße	Germany	J1c5
STR316b_noUDG.SG	495	Bavaria, Straubing- Bajuwarenstraße	Germany	H3
STR355c_noUDG.SG	520	Bavaria, Straubing- Bajuwarenstraße	Germany	T2b
STR393b_noUDG.SG	495	Bavaria, Straubing- Bajuwarenstraße	Germany	H5a1
STR480_noUDG.SG	520	Bavaria, Straubing- Bajuwarenstraße	Germany	J1c2o
STR486_noUDG.SG	495	Bavaria, Straubing- Bajuwarenstraße	Germany	T2b
STR491_noUDG.SG	520	Bavaria, Straubing- Bajuwarenstraße	Germany	T2b
I0115	-1865	Esperstedt	Germany	U5a1i
I0116	-2028	Esperstedt	Germany	W3a1
I0117	-2142	Esperstedt	Germany	I3a
I0164	-1956	Quedlinburg Site VIII	Germany	U5b2a1b
I0803	-2027	Eulau	Germany	H4a1a1a
I0804	-2060	Eulau	Germany	H3
I0114	-2052	Esperstedt	Germany	I3a
I0047	-1973	Halberstadt-Sonntagsfeld	Germany	V9
HBS002	-5025	Saxony-Anhalt, Halberstadt	Germany	H2a2a1
HBS004	-5025	Saxony-Anhalt, Halberstadt	Germany	K1a4a1e
HBS005	-5025	Saxony-Anhalt, Halberstadt	Germany	W
HBS006	-5025	Saxony-Anhalt, Halberstadt	Germany	T
HBS007	-5025	Saxony-Anhalt, Halberstadt	Germany	H2a2
HBS008	-5025	Saxony-Anhalt, Halberstadt	Germany	K1a
HBS009	-5025	Saxony-Anhalt, Halberstadt	Germany	H27
I0018	-5218	Baden-Württemberg, Stuttgart-Mühlhausen, Viesenhaeuser Hof	Germany	T2c1d1
I0022	-5175	Baden-Württemberg, Stuttgart-Mühlhausen, Viesenhaeuser Hof	Germany	T2e
I0025	-5175	Baden-Württemberg, Stuttgart-Mühlhausen, Viesenhaeuser Hof	Germany	T2b
I0026	-5175	Baden-Württemberg, Stuttgart-Mühlhausen, Viesenhaeuser Hof	Germany	T2b
I0054	-5124	Unterwiederstedt	Germany	J1c17
I0056	-5109	Halberstadt-Sonntagsfeld	Germany	T2b
I0100	-4994	Halberstadt-Sonntagsfeld	Germany	N1a1a1a
I0797	-5175	Karsdorf	Germany	H46b
I2014	-4996	Halberstadt-Sonntagsfeld	Germany	N1a1a1a3
I2022	-5175	Halberstadt-Sonntagsfeld	Germany	T2b
SCH001	-5100	Baden-Württemberg, Schwetzingen	Germany	H2a2a1
SCH004	-5100	Baden-Württemberg, Schwetzingen	Germany	N1a1a1
SCH007	-5100	Baden-Württemberg, Schwetzingen	Germany	T
SCH009	-5100	Baden-Württemberg, Schwetzingen	Germany	H2a2a1
SCH010	-5100	Baden-Württemberg, Schwetzingen	Germany	H2a2a1
SCH011	-5100	Baden-Württemberg, Schwetzingen	Germany	H2a2a1
SCH014	-5100	Baden-Württemberg, Schwetzingen	Germany	T2
SCH015	-5100	Baden-Württemberg, Schwetzingen	Germany	H2a2a1
SCH016	-5141	Baden-Württemberg, Schwetzingen	Germany	H2a
SCH018	-5095	Baden-Württemberg, Schwetzingen	Germany	K1a
SMH004	-5166	Baden-Württemberg, Stuttgart-Mühlhausen I	Germany	T2c1
XN164	-5160	Baden-Württemberg, Stuttgart-Mühlhausen I	Germany	J1c5
XN165	-5149	Baden-Württemberg, Stuttgart-Mühlhausen I	Germany	N1a1a1
XN166	-5150	Baden-Württemberg, Stuttgart-Mühlhausen II	Germany	K1a
XN167	-5226	Baden-Württemberg, Stuttgart-Mühlhausen I	Germany	H
XN168	-5143	Baden-Württemberg, Stuttgart-Mühlhausen I	Germany	N1a1a1a3
XN169	-5131	Baden-Württemberg, Stuttgart-Mühlhausen I	Germany	T2b23
XN170	-5074	Baden-Württemberg, Stuttgart-Mühlhausen I	Germany	H
XN171	-5156	Baden-Württemberg, Stuttgart-Mühlhausen I	Germany	H1
XN172	-5151	Baden-Württemberg, Stuttgart-Mühlhausen I	Germany	H
XN173	-5110	Baden-Württemberg, Stuttgart-Mühlhausen II	Germany	U5a2d
XN174	-4850	Baden-Württemberg, Stuttgart-Mühlhausen I	Germany	H26
XN175	-5142	Baden-Württemberg, Stuttgart-Mühlhausen I	Germany	H1
XN178	-5150	Baden-Württemberg, Stuttgart-Mühlhausen II	Germany	N1a1a1a
XN180	-5118	Baden-Württemberg, Stuttgart-Mühlhausen I	Germany	N1a1a1a
XN182	-5119	Baden-Württemberg, Stuttgart-Mühlhausen I	Germany	K1a1
XN183	-5202	Baden-Württemberg, Stuttgart-Mühlhausen I	Germany	N1a1a1a2
XN188	-5180	Baden-Württemberg, Stuttgart-Mühlhausen I	Germany	J1c17
XN191	-5249	Baden-Württemberg, Stuttgart-Mühlhausen II	Germany	I1
XN205	-5150	Baden-Württemberg, Stuttgart-Mühlhausen II	Germany	N1a1a1
XN206	-5136	Baden-Württemberg, Stuttgart-Mühlhausen I	Germany	K2a
XN207	-5150	Baden-Württemberg, Stuttgart-Mühlhausen II	Germany	J1c
XN211	-5118	Baden-Württemberg, Stuttgart-Mühlhausen I	Germany	N1a1a1a
XN215	-5060	Baden-Württemberg, Stuttgart-Mühlhausen I	Germany	N1a1a1
XN224	-5141	Baden-Württemberg, Stuttgart-Mühlhausen II	Germany	K2a
XN225	-5150	Baden-Württemberg, Stuttgart-Mühlhausen II	Germany	H
I2020	-5175	Halberstadt-Sonntagsfeld	Germany	K1a2
I0046	-5091	Halberstadt-Sonntagsfeld	Germany	T2c1
I0048	-5107	Halberstadt-Sonntagsfeld	Germany	K1a
I0057	-5120	Halberstadt-Sonntagsfeld	Germany	N1a1a1
I0659	-5081	Halberstadt-Sonntagsfeld	Germany	N1a1a1a2
I0821	-4988	Halberstadt-Sonntagsfeld	Germany	X2d1
I1550	-5175	Halberstadt-Sonntagsfeld	Germany	K1a2
I2008	-5091	Halberstadt-Sonntagsfeld	Germany	N1a1a1
I2017	-5175	Halberstadt-Sonntagsfeld	Germany	K2a
I2026	-5175	Halberstadt-Sonntagsfeld	Germany	N1a1a1a3
I2029	-5150	Halberstadt-Sonntagsfeld	Germany	K1
I2030	-5175	Halberstadt-Sonntagsfeld	Germany	H26
I2032	-5175	Halberstadt-Sonntagsfeld	Germany	J1c
I2036	-5175	Halberstadt-Sonntagsfeld	Germany	V1
I2037	-5100	Halberstadt-Sonntagsfeld	Germany	H1e
I2038	-5175	Halberstadt-Sonntagsfeld	Germany	T2b
I2016	-5175	Halberstadt-Sonntagsfeld	Germany	V1
I2005	-5150	Halberstadt-Sonntagsfeld	Germany	T2b
I2021	-5175	Halberstadt-Sonntagsfeld	Germany	T2b
Stuttgart.DG	-5218	Baden-Württemberg, Stuttgart-Mühlhausen, Viesenhaeuser Hof	Germany	T2c1d1
Falkenstein_noUDG	-7211	Swabian Jura, Baden-Wurttemberg, Falkenstein-Höhle	Germany	U5a2c
Falkenstein_noUDG_d	-7211	Swabian Jura, Baden-Wurttemberg, Falkenstein-Höhle	Germany	U5a2c
HID002.A_noUDG	400	Lower Saxony, Hiddestorf	Germany	H15a1
HID003_noUDG	400	Lower Saxony, Hiddestorf	Germany	T2b3
HID004_noUDG	400	Lower Saxony, Hiddestorf	Germany	K1a4a1e
HID002.B_noUDG	400	Lower Saxony, Hiddestorf	Germany	H15a1
HohleFels49_noUDG_d	-13541	Swabian Jura, Baden-Wurttemberg, Hohle Fels, Ach Valley	Germany	U8a
HohleFels79_noUDG_d	-12741	Swabian Jura, Baden-Wurttemberg, Hohle Fels, Ach Valley	Germany	U8a
ISS002_noUDG	400	Lower Saxony, Issendorf	Germany	T2e
I0099	-1074	Halberstadt-Sonntagsfeld	Germany	H23
AMP_1_d	-2406	Königsbrunn-Ampack	Germany	T2b33
HUGO_167	-2139	Augsburg - Hugo-Eckener-Straße	Germany	U5b2b3a
HUGO_168_d	-2217	Augsburg - Hugo-Eckener-Straße	Germany	H1
HUGO_169Sk1_d	-2435	Augsburg - Hugo-Eckener-Straße	Germany	U5a2b3
HUGO_171_d	-2253	Augsburg - Hugo-Eckener-Straße	Germany	U5a1a1
HUGO_180Sk1_d	-2339	Augsburg - Hugo-Eckener-Straße	Germany	U5b2b4
HUGO_190_d	-2153	Augsburg - Hugo-Eckener-Straße	Germany	J1c3g
I4124	-2328	Augsburg	Germany	H46
I5519	-2250	Augsburg	Germany	I4a
I5520	-2300	Augsburg	Germany	K1b2a
I5521	-2300	Augsburg	Germany	J1b1a1
UNTA58_68Sk1	-2300	Haunstetten - Unterer Talweg 58-62	Germany	J1c
UNTA58_68Sk2_d	-2397	Haunstetten - Unterer Talweg 58-62	Germany	K1a
UNTA85_1343	-2258	Haunstetten - Unterer Talweg 85 I (northern group)	Germany	J1c2
WEHR_1192SkA	-2243	Wehringen - Hochfeld	Germany	K1a4a1
I5522	-2300	Augsburg	Germany	J1b1a1
AMP_1	-2406	Königsbrunn-Ampack	Germany	T2b33
HUGO_180Sk1	-2339	Augsburg - Hugo-Eckener-Straße	Germany	U5b2b4
RISE559_noUDG.SG	-2328	Augsburg	Germany	H46
I4132	-2250	Augsburg	Germany	U5a1a1
RISE560_noUDG.SG	-2250	Augsburg	Germany	U5a1a1
UNTA58_67_d	-2292	Haunstetten - Unterer Talweg 58-62	Germany	K1a
