Gen_ID	DateMean	Locality	Pol_En	Mt_hapgrp
UNTA85_1336_d	-2384	Haunstetten - Unterer Talweg 85 I (northern group)	Germany	H2a1
HUGO_168	-2217	Augsburg - Hugo-Eckener-Straße	Germany	H1
HUGO_171	-2253	Augsburg - Hugo-Eckener-Straße	Germany	U5a1a1
HUGO_190	-2153	Augsburg - Hugo-Eckener-Straße	Germany	J1c3g
UNTA58_68Sk2	-2397	Haunstetten - Unterer Talweg 58-62	Germany	K1a
UNTA85_1336	-2384	Haunstetten - Unterer Talweg 85 I (northern group)	Germany	H2a1
HUGO_180Sk2_d	-2357	Augsburg - Hugo-Eckener-Straße	Germany	U5b2b4
HUGO_180Sk2	-2357	Augsburg - Hugo-Eckener-Straße	Germany	U5b2b4
UNTA121_FK61	-2845	Haunstetten - Unterer Talweg 121	Germany	V2
UNTA89_FK231	-2754	Haunstetten - Unterer Talweg 89	Germany	W3a1c
AITI_119	-1797	Kleinaitingen - Gewerbegebiet Nord	Germany	U4a1a
AITI_120	-1712	Kleinaitingen - Gewerbegebiet Nord	Germany	U4a1a
AITI_2	-1803	Kleinaitingen - Gewerbegebiet Nord	Germany	H6a
AITI_36_noUDG	-1886	Kleinaitingen - Gewerbegebiet Nord	Germany	J1c2c2
AITI_40_noUDG	-1796	Kleinaitingen - Gewerbegebiet Nord	Germany	T2a1b1a1b
AITI_43	-1810	Kleinaitingen - Gewerbegebiet Nord	Germany	X2b
AITI_50_noUDG	-1823	Kleinaitingen - Gewerbegebiet Nord	Germany	J1c3
AITI_62A_noUDG	-1782	Kleinaitingen - Gewerbegebiet Nord	Germany	H1e
AITI_65adult_d	-1778	Kleinaitingen - Gewerbegebiet Nord	Germany	H1af
AITI_66_d	-1811	Kleinaitingen - Gewerbegebiet Nord	Germany	U5b2b3a
AITI_70	-1951	Kleinaitingen - Gewerbegebiet Nord	Germany	J1c2c2
AITI_72	-1826	Kleinaitingen - Gewerbegebiet Nord	Germany	J1c2c2
AITI_77B_d	-1793	Kleinaitingen - Gewerbegebiet Nord	Germany	I1a1
AITI_78	-1798	Kleinaitingen - Gewerbegebiet Nord	Germany	H3
AITI_92_d	-1811	Kleinaitingen - Gewerbegebiet Nord	Germany	H5a4a1
AITI_95_d	-1721	Kleinaitingen - Gewerbegebiet Nord	Germany	X2b
AITI_98	-1655	Kleinaitingen - Gewerbegebiet Nord	Germany	H49
OBKR_117_d	-1933	Königsbrunn - Obere Kreuzstraße (Baugebiet 110)	Germany	U4a1b
OBKR_2_d	-1956	Königsbrunn - Obere Kreuzstraße (Baugebiet 110)	Germany	K1a4a1
OBKR_50_d	-1985	Königsbrunn - Obere Kreuzstraße (Baugebiet 110)	Germany	HV0
OBKR_6	-1971	Königsbrunn - Obere Kreuzstraße (Baugebiet 110)	Germany	V7
OBKR_76	-1913	Königsbrunn - Obere Kreuzstraße (Baugebiet 110)	Germany	K1a
OBKR_80	-2050	Königsbrunn - Obere Kreuzstraße (Baugebiet 110)	Germany	K1a3
OBKR_84	-1925	Königsbrunn - Obere Kreuzstraße (Baugebiet 110)	Germany	V7
POST_16	-1972	Haunstetten - Postillionstraße	Germany	T2f8a
POST_28	-1967	Haunstetten - Postillionstraße	Germany	K2a5
POST_35_d	-1982	Haunstetten - Postillionstraße	Germany	H41a
POST_47	-2047	Haunstetten - Postillionstraße	Germany	K2a5
POST_6	-1923	Haunstetten - Postillionstraße	Germany	U5a1a1
POST_85	-1996	Haunstetten - Postillionstraße	Germany	X2b
POST_99_d	-2012	Haunstetten - Postillionstraße	Germany	K1a4a1
UNTA58_149	-1954	Haunstetten - Unterer Talweg 58-62	Germany	K1a1b1g
UNTA58_153	-1889	Haunstetten - Unterer Talweg 58-62	Germany	R1a1a
UNTA85_1412	-1960	Haunstetten - Unterer Talweg 85	Germany	H
WEHR_1192SkB	-1835	Wehringen - Hochfeld	Germany	U5b2a2b
WEHR_1586_d	-1885	Wehringen - Hochfeld	Germany	V
OBKR_86	-1976	Königsbrunn - Obere Kreuzstraße (Baugebiet 110)	Germany	K1a3
WEHR_1564	-1949	Wehringen - Hochfeld	Germany	V
WEHR_1474	-1974	Wehringen - Hochfeld	Germany	V
OBKR_117	-1933	Königsbrunn - Obere Kreuzstraße (Baugebiet 110)	Germany	U4a1b
OBKR_47	-2062	Königsbrunn - Obere Kreuzstraße (Baugebiet 110)	Germany	J2b1a
OBKR_67	-1956	Königsbrunn - Obere Kreuzstraße (Baugebiet 110)	Germany	K2a5
POST_44	-2073	Haunstetten - Postillionstraße	Germany	K1a3a
POST_50	-2095	Haunstetten - Postillionstraße	Germany	T1a1
WEHR_1415child	-1952	Wehringen - Hochfeld	Germany	H13a2b2a
AITI_55_d	-1822	Kleinaitingen - Gewerbegebiet Nord	Germany	K1c1
AITI_32_d	-1778	Kleinaitingen - Gewerbegebiet Nord	Germany	X2b
AITI_33_d	-1646	Kleinaitingen - Gewerbegebiet Nord	Germany	H2a2a1
AITI_37_d	-1900	Kleinaitingen - Gewerbegebiet Nord	Germany	H1
AITI_5_d	-1814	Kleinaitingen - Gewerbegebiet Nord	Germany	H5d
AITI_86	-1803	Kleinaitingen - Gewerbegebiet Nord	Germany	U4a1a
OBKR_47_d	-2062	Königsbrunn - Obere Kreuzstraße (Baugebiet 110)	Germany	J2b1a
OBKR_73_d	-1961	Königsbrunn - Obere Kreuzstraße (Baugebiet 110)	Germany	U5b2a1a1
OBKR_81_d	-1960	Königsbrunn - Obere Kreuzstraße (Baugebiet 110)	Germany	X2b
OBKR_82	-1958	Königsbrunn - Obere Kreuzstraße (Baugebiet 110)	Germany	X2b
OBKR_95_d	-1967	Königsbrunn - Obere Kreuzstraße (Baugebiet 110)	Germany	V1a
OBKR_96_d	-1913	Königsbrunn - Obere Kreuzstraße (Baugebiet 110)	Germany	H1j2
OBKR_9A_d	-1952	Königsbrunn - Obere Kreuzstraße (Baugebiet 110)	Germany	K1a2a
POST_131_d	-2000	Haunstetten-Postillionstraße	Germany	T2c1d
POST_32_d	-1980	Haunstetten-Postillionstraße	Germany	T2
UNTA58_147_d	-1972	Haunstetten-Unterer Talweg 58-62	Germany	H2a1
UNTA58_152_d	-1898	Haunstetten-Unterer Talweg 58-62	Germany	U5b1c2
WEHR_1193_d	-1873	Wehringen - Hochfeld	Germany	H4a1a1a
WEHR_1414_d	-1958	Wehringen - Hochfeld	Germany	K1a1b1g
OBKR_86_d	-1976	Königsbrunn - Obere Kreuzstraße (Baugebiet 110)	Germany	K1a3
WEHR_1564_d	-1949	Wehringen - Hochfeld	Germany	V
WEHR_1474_d	-1974	Wehringen - Hochfeld	Germany	V
WEHR_1192SkB_d	-1835	Wehringen - Hochfeld	Germany	U5b2a2b
POST_140_d	-1994	Haunstetten - Postillionstraße	Germany	H41a
AITI_87_d	-1742	Kleinaitingen - Gewerbegebiet Nord	Germany	U4a1a
AITI_87	-1742	Kleinaitingen - Gewerbegebiet Nord	Germany	U4a1a
WEHR_1415adult_d	-1922	Wehringen - Hochfeld	Germany	H13a2b2a
WEHR_1415adult	-1922	Wehringen - Hochfeld	Germany	H13a2b2a
OBKR_67_d	-1956	Königsbrunn - Obere Kreuzstraße (Baugebiet 110)	Germany	K2a5
OBKR_66_d	-1968	Königsbrunn - Obere Kreuzstraße (Baugebiet 110)	Germany	U4a
OBKR_93_d	-1983	Königsbrunn - Obere Kreuzstraße (Baugebiet 110)	Germany	K1a4a1
AITI_65adult	-1778	Kleinaitingen - Gewerbegebiet Nord	Germany	H1af
AITI_66	-1811	Kleinaitingen - Gewerbegebiet Nord	Germany	U5b2b3a
AITI_77B	-1793	Kleinaitingen - Gewerbegebiet Nord	Germany	I1a1
AITI_92	-1811	Kleinaitingen - Gewerbegebiet Nord	Germany	H5a4a1
AITI_95	-1721	Kleinaitingen - Gewerbegebiet Nord	Germany	X2b
OBKR_2	-1956	Königsbrunn - Obere Kreuzstraße (Baugebiet 110)	Germany	K1a4a1
OBKR_50	-1985	Königsbrunn - Obere Kreuzstraße (Baugebiet 110)	Germany	HV0
OBKR_66	-1968	Königsbrunn - Obere Kreuzstraße (Baugebiet 110)	Germany	U4a
OBKR_73	-1961	Königsbrunn - Obere Kreuzstraße (Baugebiet 110)	Germany	U5b2a1a1
OBKR_81	-1960	Königsbrunn - Obere Kreuzstraße (Baugebiet 110)	Germany	X2b
OBKR_93	-1983	Königsbrunn - Obere Kreuzstraße (Baugebiet 110)	Germany	K1a4a1
OBKR_95	-1967	Königsbrunn - Obere Kreuzstraße (Baugebiet 110)	Germany	V1a
OBKR_96	-1913	Königsbrunn - Obere Kreuzstraße (Baugebiet 110)	Germany	H1j2
OBKR_9A	-1952	Königsbrunn - Obere Kreuzstraße (Baugebiet 110)	Germany	K1a2a
POST_32	-1980	Haunstetten-Postillionstraße	Germany	T2
POST_35	-1982	Haunstetten - Postillionstraße	Germany	H41a
POST_99	-2012	Haunstetten - Postillionstraße	Germany	K1a4a1
UNTA58_147	-1972	Haunstetten-Unterer Talweg 58-62	Germany	H2a1
UNTA58_152	-1898	Haunstetten-Unterer Talweg 58-62	Germany	U5b1c2
WEHR_1193	-1873	Wehringen - Hochfeld	Germany	H4a1a1a
WEHR_1414	-1958	Wehringen - Hochfeld	Germany	K1a1b1g
WEHR_1586	-1885	Wehringen - Hochfeld	Germany	V
AITI_77A_d	-1878	Kleinaitingen - Gewerbegebiet Nord	Germany	I1a1
AITI_77A	-1878	Kleinaitingen - Gewerbegebiet Nord	Germany	I1a1
OTTM_151ind2_d	-1557	Oberottmarshausen - Kiesgrube Lauter	Germany	X2b
OTTM_154_noUDG	-1759	Oberottmarshausen - Kiesgrube Lauter	Germany	H3
OTTM_156_noUDG	-1498	Oberottmarshausen - Kiesgrube Lauter	Germany	V1b
OTTM_152_d	-1563	Oberottmarshausen - Kiesgrube Lauter	Germany	H13a1a1
OTTM_152_noUDG	-1563	Oberottmarshausen - Kiesgrube Lauter	Germany	H13a1a1
OTTM_141_d	-1566	Oberottmarshausen - Kiesgrube Lauter	Germany	H3ag
OTTM_141A_noUDG	-1565	Oberottmarshausen - Kiesgrube Lauter	Germany	J1c3e1
OTTM_142_d	-1577	Oberottmarshausen - Kiesgrube Lauter	Germany	U5b1d1a
OTTM_151ind1_d	-1652	Oberottmarshausen - Kiesgrube Lauter	Germany	H13a1a1
OTTM_165_d	-1622	Oberottmarshausen - Kiesgrube Lauter	Germany	H
OTTM_81_d	-1547	Oberottmarshausen - Kiesgrube Lauter	Germany	T2b21
OTTM_84_d	-1553	Oberottmarshausen - Kiesgrube Lauter	Germany	U5b3
OTTM_87_d	-1590	Oberottmarshausen - Kiesgrube Lauter	Germany	HV16
OTTM_91_d	-1333	Oberottmarshausen - Kiesgrube Lauter	Germany	J1c3g
POST_1_d	-1936	Haunstetten-Postillionstraße	Germany	H2a1a
POST_12_d	-2086	Haunstetten-Postillionstraße	Germany	J1c3g
OTTM_142_noUDG	-1577	Oberottmarshausen - Kiesgrube Lauter	Germany	U5b1d1a
OTTM_151ind2_noUDG	-1557	Oberottmarshausen - Kiesgrube Lauter	Germany	X2b
POST_1	-1936	Haunstetten-Postillionstraße	Germany	H2a1a
POST_12	-2086	Haunstetten-Postillionstraße	Germany	J1c3g
POST_131	-2000	Haunstetten-Postillionstraße	Germany	T2c1d
I0118	-2375	Alberstedt	Germany	H
I0550	-2519	Karsdorf	Germany	T1a1
TGM009	-3258	Saxony-Anhalt, Tangermünde	Germany	JT
BDB001	-6650	Saxony-Anhalt, Bad Dürrenberg	Germany	U4b1b1
I0559	-3580	Quedlinburg Site IX	Germany	H
I0560	-3521	Quedlinburg Site IX	Germany	T2e1
I0807	-3849	Esperstedt	Germany	H1e1a
I0172	-3205	Esperstedt	Germany	T2b
I1560_d	-3400	Erwitte-Schmerlecke	Germany	J2b1a
I0551	-3213	Salzmünde-Schiepzig	Germany	U3a1
I0800	-3214	Salzmünde-Schiepzig	Germany	H3
I0802	-3213	Salzmünde-Schiepzig	Germany	H3
I0166	-4450	Halberstadt-Sonntagsfeld	Germany	V1a
Ofnet_noUDG	-6327	Ofnet	Germany	U5b1d1
FN2_noUDG.SG	300	Bavaria, Munich, Freiham-Nord cemetery	Germany	H3
SWG001.A	1150	Schleswig-Holstein, Schleswig	Germany	U5a1b1
SWG002.A	1175	Schleswig-Holstein, Schleswig	Germany	J2a1a1a
SWG003.A	1150	Schleswig-Holstein, Schleswig	Germany	K1c2
SWG004.A	1100	Schleswig-Holstein, Schleswig	Germany	K1b2a2
SWG005.A	1100	Schleswig-Holstein, Schleswig	Germany	K1a13
SWG006.A_noUDG	1100	Schleswig-Holstein, Schleswig	Germany	U5a1c1a
SWG007.A_noUDG	1100	Schleswig-Holstein, Schleswig	Germany	H1a1
SWG008.A_noUDG	1150	Schleswig-Holstein, Schleswig	Germany	H5a1c1a
SWG009.A_noUDG	1100	Schleswig-Holstein, Schleswig	Germany	H2a2a1c
SWG010.A_noUDG	1100	Schleswig-Holstein, Schleswig	Germany	H1c2
SWG011.A	1100	Schleswig-Holstein, Schleswig	Germany	J2b1a3
SWG012.A	1100	Schleswig-Holstein, Schleswig	Germany	H7a1
SWG013.A	1175	Schleswig-Holstein, Schleswig	Germany	U8a1b
SWG014.A	1100	Schleswig-Holstein, Schleswig	Germany	H11a
SWG015.A	1100	Schleswig-Holstein, Schleswig	Germany	V
SRS003.A_noUDG	800	Lower Saxony, Schortens	Germany	T1a1a1
SRS004.A_noUDG	800	Lower Saxony, Schortens	Germany	H6a1a2b1
MX259	-2296	Southern Germany, Anselfingen	Germany	K1a3a
MX252	-1858	Southern Germany, Singen	Germany	H83
MX254	-1950	Southern Germany, Singen	Germany	H
MX256	-2013	Southern Germany, Singen	Germany	H
MX257	-1792	Southern Germany, Singen	Germany	U4a1a
MX258	-1967	Southern Germany, Singen	Germany	U5b1
MX270	-1950	Southern Germany, Singen	Germany	W3a1
MX277	-1841	Southern Germany, Singen	Germany	H5a1
MX279	-1808	Southern Germany, Singen	Germany	H76a
MX280	-1981	Southern Germany, Singen	Germany	U5a1
MX288	-2101	Southern Germany, Singen	Germany	K1a1a
MX283	-1996	Southern Germany, Singen	Germany	H
MX275	-2052	Southern Germany, Singen	Germany	W3a1
MX251	-2089	Southern Germany, Singen	Germany	T2b3d
MX286	-1963	Southern Germany, Singen	Germany	N1b1b
MX265	-619	Southern Germany, Singen	Germany	H1c
ALT_1_noUDG	-2513	Althausen 	Germany	U5a1a1
ALT_3_d	-2475	Althausen	Germany	K1b2b
ALT_4_d	-2503	Althausen	Germany	U5a1a1
ALT_4_noUDG	-2503	Althausen	Germany	U5a1a1
ALT_2_noUDG	-2475	Althausen 	Germany	K1b2b
ALT_3_noUDG	-2475	Althausen	Germany	K1b2b
WEZ48_noUDG.SG	-1250	Mecklenburg-Vorpommern, Tollense battlefield 	Germany	J1c
WEZ16_noUDG.SG	-3100	Mecklenburg-Vorpommern, Tollense battlefield 	Germany	T2b
WEZ56_noUDG.SG	-1250	Mecklenburg-Vorpommern, Tollense battlefield 	Germany	T2b
WEZ15_noUDG.SG	-1250	Mecklenburg-Vorpommern, Tollense battlefield 	Germany	U2e1a1
WEZ24_noUDG.SG	-1250	Mecklenburg-Vorpommern, Tollense battlefield 	Germany	H27
WEZ35_noUDG.SG	-1250	Mecklenburg-Vorpommern, Tollense battlefield 	Germany	K1c1
WEZ39_noUDG.SG	-1250	Mecklenburg-Vorpommern, Tollense battlefield 	Germany	J2b1a1
WEZ40_noUDG.SG	-1250	Mecklenburg-Vorpommern, Tollense battlefield 	Germany	T1a1
WEZ51_noUDG.SG	-1250	Mecklenburg-Vorpommern, Tollense battlefield 	Germany	H1c
WEZ53_noUDG.SG	-1250	Mecklenburg-Vorpommern, Tollense battlefield 	Germany	U2e2a1a2
WEZ54_noUDG.SG	-1250	Mecklenburg-Vorpommern, Tollense battlefield 	Germany	V3a
WEZ57_noUDG.SG	-1250	Mecklenburg-Vorpommern, Tollense battlefield 	Germany	H2a1
WEZ58_noUDG.SG	-1250	Mecklenburg-Vorpommern, Tollense battlefield 	Germany	T2b
WEZ59_noUDG.SG	-1250	Mecklenburg-Vorpommern, Tollense battlefield 	Germany	U5a2b1a
WEZ61_noUDG.SG	-1250	Mecklenburg-Vorpommern, Tollense battlefield 	Germany	U4b1b1
WEZ64_noUDG.SG	-1250	Mecklenburg-Vorpommern, Tollense battlefield 	Germany	I1a1a
WEZ71_noUDG.SG	-1250	Mecklenburg-Vorpommern, Tollense battlefield 	Germany	J1c
WEZ74_noUDG.SG	-1250	Mecklenburg-Vorpommern, Tollense battlefield 	Germany	T2b
WEZ83_noUDG.SG	-1250	Mecklenburg-Vorpommern, Tollense battlefield 	Germany	I4a
ZET002.A_noUDG	700	Lower Saxony, Zetel	Germany	K1a4a1a
I10939	-1650	Bray Cave	Gibraltar	K1a3a
I10940	-1650	Bray Cave	Gibraltar	H1e1a
I10941	-1650	Bray Cave	Gibraltar	T2e1
I10942	-5000	Gibraltar, Europa 1	Gibraltar	N1a1a1
I17959	-650	Kastrouli (Desfina, Phokis, near Delphi)	Greece	J1c
I17960	-650	Kastrouli (Desfina, Phokis, near Delphi)	Greece	J1
I13514	-1215	Pylos, Palace of Nestor	Greece	K1c1
I13516	-1385	Pylos, Palace of Nestor	Greece	J1c1
I13518	-1135	Pylos, Palace of Nestor	Greece	N1a1a1a3
I14872	-1475	Attica, Kolikrepi-Spata	Greece	HV
I15571	-1467	Attica, Kolikrepi-Spata	Greece	HV0a
I15582	-1516	Attica, Kolikrepi-Spata	Greece	T2c1
I16709	-1419	Attica, Kolikrepi-Spata	Greece	H5
I19366	-1328	Pylos, Palace of Nestor	Greece	J1c
I19368	-1010	Pylos, Palace of Nestor	Greece	U8b1a
I9006	-1333	Agia Kyriaki, Salamis	Greece	X2d
I9010	-1300	Peloponnese, Galatas Apatheia	Greece	X2
I9041	-1300	Peloponnese, Galatas Apatheia	Greece	X2
I13517_d	-1328	Pylos, Palace of Nestor	Greece	H7
I13506_d	-1135	Pylos, Palace of Nestor	Greece	K1a
I19364_in.preparation	-1135	Pylos, Palace of Nestor	Greece	X
I13510	-1328	Pylos, Palace of Nestor	Greece	H7
I9033	-1346	Peristeria Tryfilia, Peloponnese	Greece	H
I9123	-1355	Armenoi, Crete	Greece	U5a1
I13428	-1293	Kastrouli (Desfina, Phokis, near Delphi)	Greece	H2
I13577	-1250	Kastrouli (Desfina, Phokis, near Delphi)	Greece	T2c1d1
I13578	-1312	Kastrouli (Desfina, Phokis, near Delphi)	Greece	K1a2
I13579	-1266	Kastrouli (Desfina, Phokis, near Delphi)	Greece	W1
I13532	-1193	Kastrouli (Desfina, Phokis, near Delphi)	Greece	U3b1b
I17962	-644	Kastrouli (Desfina, Phokis, near Delphi)	Greece	U8b1b
I6420_d	-1547	Fthiotis, Lokris, Proskynas	Greece	H2a
Klei10_noUDG.SG	-4398	Kleitos	Greece	K1a2
Pal7_noUDG.SG	-4398	Paliambela	Greece	J1c1
I14916	-1818	Crete, Zakros, Karaviadaina	Greece	H
I0070	-2050	Crete, Lassithi	Greece	H13a1a
I0071	-2050	Crete, Lassithi	Greece	U5a1
I0073	-2050	Crete, Lassithi	Greece	H
I0074	-2050	Crete, Lassithi	Greece	H5
I9005	-2050	Crete, Lassithi	Greece	H
I9127	-1945	Crete, Heraklion, Moni Odigitria	Greece	J2b1a1
I9128	-1945	Crete, Heraklion, Moni Odigitria	Greece	I5
I9129	-1945	Crete, Heraklion, Moni Odigitria	Greece	H
I9130	-1945	Crete, Heraklion, Moni Odigitria	Greece	U3b3
I9131	-1945	Crete, Heraklion, Moni Odigitria	Greece	K1a2
I5427	-5933	Diros, Alepotrypa Cave	Greece	K
Rev5_noUDG.SG	-6366	Revenia	Greece	X2b
I2318	-3985	Argolid, Franchthi Cave	Greece	H2a
I2937	-5410	Diros, Alepotrypa Cave	Greece	K1a
I3708	-4550	Diros, Alepotrypa Cave	Greece	T1a
I3709	-3910	Diros, Alepotrypa Cave	Greece	K1b1a
I3920	-3784	Diros, Alepotrypa Cave	Greece	H
I2937_noUDG	-5410	Diros, Alepotrypa Cave	Greece	K1a
I7833	340	Vranas Marathon	Greece	H
VK11_noUDG.SG	1000	Eastern Settlement, 64	Greenland	J1c3g
VK9_noUDG.SG	1000	Eastern Settlement, 64	Greenland	J1c3g
VK180_noUDG.SG	1050	Eastern Settlement, 029a	Greenland	J1c3b
VK182_noUDG.SG	1050	Eastern Settlement, 029a	Greenland	H2a1
VK185_noUDG.SG	1050	Eastern Settlement, 029a	Greenland	H4a1a1
VK179_noUDG.SG	1050	Eastern Settlement, 029a	Greenland	K1a3a
VK193_noUDG.SG	1050	Eastern Settlement, 029a	Greenland	U3a1
VK1_noUDG.SG	1000	Eastern Settlement, 64	Greenland	J1c3g
VK183_noUDG.SG	1050	Eastern Settlement, 029a	Greenland	T2b21
VK184_noUDG.SG	1050	Eastern Settlement, 029a	Greenland	H4a1a4b
VK186_noUDG.SG	1050	Eastern Settlement, 64	Greenland	H1ao
VK187_noUDG.SG	952	Eastern Settlement, 64	Greenland	T2a1a
VK196_noUDG.SG	847	Western Settlement, V051	Greenland	U5b1e1
VK513_noUDG.SG	1050	Eastern Settlement, 029a	Greenland	J1c1b
VK6_noUDG.SG	1000	Eastern Settlement, 64	Greenland	T2a1a
VK74_noUDG.SG	1174	Western Settlement, V051	Greenland	U4b1b1b
VK76_noUDG.SG	1072	Western Settlement, V051	Greenland	U4a1
VK77_noUDG.SG	1105	Western Settlement, V051	Greenland	I2
VK189_noUDG.SG	1224	Western Settlement, V007	Greenland	H54
VK190_noUDG.SG	1116	Eastern Settlement, 149	Greenland	K1a
VK191_noUDG.SG	1188	Eastern Settlement, 149	Greenland	W
VK75_noUDG.SG	1019	Western Settlement, V051	Greenland	H54
VK78_noUDG.SG	1107	Western Settlement, V051	Greenland	H1i2
Inuk_noUDG.SG	-1935	Qeqertasussuk	Greenland	D2a1
ALG001_noUDG	1015	Pointe de Chateaux peninsula, Anse à la Gourde	Guadeloupe	D1
ALG002_noUDG	926	Pointe de Chateaux peninsula, Anse à la Gourde	Guadeloupe	D1
ALG003_noUDG	1313	Pointe de Chateaux peninsula, Anse à la Gourde	Guadeloupe	C1b
ALG004_noUDG	1287	Pointe de Chateaux peninsula, Anse à la Gourde	Guadeloupe	C1c
I25187	1334	Haputo	Guam	E2a
I25190	1334	Haputo	Guam	E2a
I25191	1334	Haputo	Guam	E2a
I25188	1334	Haputo	Guam	E2a
I16819	-568	Guam, Naton Beach Site	Guam	E
I16820	-673	Guam, Naton Beach Site	Guam	E2a
I16822	-470	Guam, Naton Beach Site	Guam	E2a
I18445	-743	Guam, Naton Beach Site	Guam	E2a
I18450	-643	Guam, Naton Beach Site	Guam	R
I18501_noUDG	-753	Guam, Naton Beach Site	Guam	B4a1a1
I18503_noUDG	-694	Guam, Naton Beach Site	Guam	B4a1a1
I18462_noUDG	-600	Guam, Naton Beach Site	Guam	E1a1b
I16997_noUDG	-600	Guam, Naton Beach Site	Guam	E2
I16998_noUDG	-778	Guam, Naton Beach Site	Guam	E2
I18443_noUDG	-600	Guam, Naton Beach Site	Guam	E2
I18444_noUDG	-600	Guam, Naton Beach Site	Guam	E2
I18447_noUDG	-682	Guam, Naton Beach Site	Guam	M
I18461_noUDG	-680	Guam, Naton Beach Site	Guam	E2
I18496_noUDG	-758	Guam, Naton Beach Site	Guam	E2
I18495_noUDG	-769	Guam, Naton Beach Site	Guam	E2a
I18442_noUDG	-724	Guam, Naton Beach Site	Guam	E2
I24230	1245	Naton Beach Site	Guam	E1a1b
I24236	1475	Naton Beach Site	Guam	E2a
I24238_d	1454	Naton Beach Site	Guam	E2
I24239_d	385	Naton Beach Site	Guam	E
I24240_d	1350	Naton Beach Site	Guam	E2
I24241	1425	Naton Beach Site	Guam	E2a
I24242	1350	Naton Beach Site	Guam	E1a1b
I24243	1475	Naton Beach Site	Guam	E2a
I24244	1425	Naton Beach Site	Guam	E1a1b1
I24246	1425	Naton Beach Site	Guam	E2a
I24248	1250	Naton Beach Site	Guam	E2a
I24249	1250	Naton Beach Site	Guam	E2a
I24251	1585	Naton Beach Site	Guam	E2a
I24253	1350	Naton Beach Site	Guam	E2a
I24254	1425	Naton Beach Site	Guam	E2
I24256_d	1525	Naton Beach Site	Guam	E2a
I24257	1475	Naton Beach Site	Guam	E2a
I24258	1425	Naton Beach Site	Guam	E2a
I24259	1242	Naton Beach Site	Guam	E2
I24260	1475	Naton Beach Site	Guam	E2a
I24262_d	1475	Naton Beach Site	Guam	E2
I24264	1425	Naton Beach Site	Guam	E2a
I24265	1503	Naton Beach Site	Guam	E2a
I24519	1425	Naton Beach Site	Guam	E2a
I24520	1475	Naton Beach Site	Guam	E1a1b
I24522	1425	Naton Beach Site	Guam	E2a
I24523	1425	Naton Beach Site	Guam	E2a
I24524	1425	Naton Beach Site	Guam	E2a
I24526	1294	Naton Beach Site	Guam	E2a
I24527	1419	Naton Beach Site	Guam	E2a
I24528	1475	Naton Beach Site	Guam	E2a
I24529	1433	Naton Beach Site	Guam	E2a
I24530	1294	Naton Beach Site	Guam	E1a1b
I24532	1475	Naton Beach Site	Guam	E2a
I24567	1475	Naton Beach Site	Guam	E2a
I24568	1475	Naton Beach Site	Guam	E2a
I24572	1425	Naton Beach Site	Guam	E2a
I24573	1425	Naton Beach Site	Guam	E2a
I24574	1475	Naton Beach Site	Guam	E2a
I24575	1425	Naton Beach Site	Guam	E1a1b
I24576	1442	Naton Beach Site	Guam	E2a
I24577	1475	Naton Beach Site	Guam	E2a
I24578	1425	Naton Beach Site	Guam	E1a1b
I24579	1425	Naton Beach Site	Guam	E2a
I24580	1250	Naton Beach Site	Guam	E2
I24581	1425	Naton Beach Site	Guam	E2a
I24582	1475	Naton Beach Site	Guam	E2a
I24583	1475	Naton Beach Site	Guam	E2a
I24584	1425	Naton Beach Site	Guam	E1a1b
I24585	1475	Naton Beach Site	Guam	E2a
I24586	1425	Naton Beach Site	Guam	E2a
I24587	1475	Naton Beach Site	Guam	E2a
I24594	1475	Naton Beach Site	Guam	E2a
I24595	1246	Naton Beach Site	Guam	E2a
I24596	1475	Naton Beach Site	Guam	E2a
I24610	1567	Naton Beach Site	Guam	E2a
I24612_d	1475	Naton Beach Site	Guam	E2
I24613	1475	Naton Beach Site	Guam	E2a
I24614	1475	Naton Beach Site	Guam	E2a
I24615	1425	Naton Beach Site	Guam	E2a
I24617	1425	Naton Beach Site	Guam	E2a
I24618	1425	Naton Beach Site	Guam	E1a1b
I25082	1425	Naton Beach Site	Guam	E2a
I24237	1475	Naton Beach Site	Guam	E2a
I24255	1349	Naton Beach Site	Guam	E2a
I24518	1430	Naton Beach Site	Guam	E2a
I24263	1350	Naton Beach Site	Guam	E2a
I24261	1450	Naton Beach Site	Guam	E2a
I24517	1472	Naton Beach Site	Guam	E2a
I24531	1425	Naton Beach Site	Guam	E2
I24252_d	1350	Naton Beach Site	Guam	E2
I24247	1475	Naton Beach Site	Guam	E2a
I24525	1348	Naton Beach Site	Guam	E2a
I12575	1000	Diale	Haiti	D1
I12576	1000	Diale	Haiti	D1
HUI03.SG	1950	..	Mexico	B4b
I16743	800	Debrecen Bordás Tanya	Hungary	K
I16752	750	Visonta Nagycsapás	Hungary	H5a3a
I16753	750	Visonta Nagycsapás	Hungary	J1c3
I16759	725	Alsónyek-Elkerülö ut, site 2	Hungary	U2e1h
I18184	600	Tiszapüspöki- Holt Tisza part 17/a	Hungary	HV1b3b
I20802	250	Derecske-Karakas dűlő	Hungary	H41a
I16750	625	Kövegy- Nagyfoldek	Hungary	H35
I16751	750	Visonta Nagycsapás	Hungary	T2a1a1
I18185	600	Tiszapüspöki- Holt Tisza part 17/c	Hungary	K1a2
