Gen_ID	DateMean	Locality	Pol_En	Y_hapgrp
I13690	-562	England, Wiltshire, Rowbarrow	United Kingdom	F
I14743_d	-644	England, Kent, Cliffs End Farm	United Kingdom	R1b1a1b1a1a
I16600	-446	England, Wiltshire, Amesbury Down	United Kingdom	R1b1a1b1a1
I17259	-488	England, Hampshire, Stockbridge, New Buildings	United Kingdom	I2a1b1b
I17260	-600	England, Hampshire, Stockbridge, New Buildings	United Kingdom	R1b1a1b1a1a2c1
I19863	-402	England, Wiltshire, Rowbarrow	United Kingdom	R1b1a1b1a1a2c1
I19868	-629	England, Wiltshire, Rowbarrow	United Kingdom	R1b1a1b1a1a2c1
I27382	-642	England, Dorset, Long Bredy, Bottle Knap	United Kingdom	R1b1a1b1a1a2c1a1a1a1
I12774	-604	England, Derbyshire, Brassington, Carsington Pasture Cave	United Kingdom	R1b1a1b1a1a2
I12772	-379	England, Cornwall, Padstow, St. Merryn, Harlyn Bay	United Kingdom	G2a2b2a1a1b
I16380	-379	England, Cornwall, Padstow, St. Merryn, Harlyn Bay	United Kingdom	R1b1a1b1a1a2c1a1a
I16440	-379	England, Cornwall, Padstow, St. Merryn, Harlyn Bay	United Kingdom	R1b1a1b1a1a2b1c1b
I16453	-400	England, Cornwall, St. Mawes, Tregear Vean	United Kingdom	I1
I21305	-350	England, Somerset, Weston-super-Mare, Grove Park Road	United Kingdom	R1b1a1b1a1a2c1a1k
I6769	-598	England, Cornwall, Padstow, St. Merryn, Harlyn Bay	United Kingdom	R1b1a1b1a1a2
I0156.SG	-31	England, South Cambridgeshire, East Anglia, Hinxton	United Kingdom	R1b1a1b1a1a2c1
3DT26_noUDG.SG	200	England, Yorkshire, Driffield Terrace	United Kingdom	J2b1
3DT16_noUDG.SG	200	England, Yorkshire, Driffield Terrace	United Kingdom	R1b1a1b1a1a1c1a2
6DT18_noUDG.SG	200	England, Yorkshire, Driffield Terrace	United Kingdom	R1b1a1b1a1a2c1a1i
6DT21_noUDG.SG	200	England, Yorkshire, Driffield Terrace	United Kingdom	R1b1a1b1a1a2c1b1
6DT22_noUDG.SG	200	England, Yorkshire, Driffield Terrace	United Kingdom	R1b1a1b1a1a2b1
6DT23_noUDG.SG	200	England, Yorkshire, Driffield Terrace	United Kingdom	R1b1a1b1a1a2e1
6DT3_noUDG.SG	200	England, Yorkshire, Driffield Terrace	United Kingdom	R1b1a1b1a1a1c1a1
I0160.SG	-23	England, South Cambridgeshire, East Anglia, Hinxton	United Kingdom	R1b1a1b1a1a2c1a5b1a1a
I13712	-964	England, Kent, East Kent Access Road	United Kingdom	R1b1a1b1a1a2c1
I13713	-962	England, Kent, East Kent Access Road	United Kingdom	R1b1a1b1a1a2c1
I14358	-858	England, Kent, Cliffs End Farm	United Kingdom	R1b1a1b1a1a2c1
I14742	-948	England, Kent, Cliffs End Farm	United Kingdom	P1
I7576	-1089	England, Bedfordshire, Biddenham Loop	United Kingdom	R1b1a1b1a1a2c1
I7628	-1083	England, Bedfordshire, Biddenham Loop	United Kingdom	R1b1a1b1a1a2c1a4b3a
I7629	-1065	England, Yorkshire, East Riding, North Ferriby, Melton Quarry	United Kingdom	R1b1a1b1a1a2c1a
I14861	-860	England, Kent, Cliffs End Farm	United Kingdom	R1b1a1b1a1a2
I13711	-978	England, Kent, East Kent Access Road	United Kingdom	R1b1a1b1a1a2c1
I11142	-117	England, Somerset, Worlebury	United Kingdom	R1b1a1b1a1a2c1a6a1
I11144	-26	England, Somerset, North Perrott, North Perrott Manor	United Kingdom	R1b1a1b1a1a2c1a1i3
I11145	-72	England, Somerset, North Perrott, North Perrott Manor	United Kingdom	R1b1a1b1a1a2c1
I12785	-101	England, Gloucestershire, Bourton-on-the-water, Greystones Farm	United Kingdom	R1b1a1b1a1a2c1a5
I12791	-101	England, Gloucestershire, Bourton-on-the-water, Greystones Farm	United Kingdom	I2a1a1a1a1
I12927	125	England, Gloucestershire, Bishop's Cleeve, Cleevelands	United Kingdom	R1b1a1b1a1a2c1a6a1
I12931	125	England, Gloucestershire, Bishop's Cleeve, Cleevelands	United Kingdom	I2a1a1a1a1a1
I14096	-23	England, North Yorkshire, Scorton Quarry	United Kingdom	R1b1a1b1a1a2c1
I14097	-52	England, North Yorkshire, Scorton Quarry	United Kingdom	R1b1a1b1a1a2b1
I19047	-26	England, Cambridgeshire, Babraham Research Campus (ARC05), ARES site	United Kingdom	R1b1a1b
I19587	-98	England, North Yorkshire, Scorton Quarry	United Kingdom	G2a2b2a1a1b
I21302	28	England, South Somerset, South Cadbury	United Kingdom	R1b1a1b1a1a2c1
I21315	-93	England, Somerset, Ham Hill	United Kingdom	R1b1a1b
I27379	-118	England, Sussex, North Bersted	United Kingdom	R1b1a1b1a1a2c1
I14359	-50	England, West Yorkshire, Wattle Syke	United Kingdom	F
I13710	-1302	England, Kent, East Kent Access Road	United Kingdom	R1b1a1b1a1a2c1b
I13714	-1473	England, Kent, East Kent Access Road	United Kingdom	R1b1a1b1a1a2c1b1
I16403	-1475	England, North Yorkshire, Cockerham, Elbolton Cave	United Kingdom	R1b1a1b1a1a2c1
I16454	-1212	England, Cornwall, St. Merryn, Constantine Island	United Kingdom	R1b1a1b1a1a2c
I19857	-1473	England, Wiltshire, Rowbarrow	United Kingdom	R1b1a1b1a1a2a2a
I19858	-1479	England, Wiltshire, Rowbarrow	United Kingdom	R1b1a1b1a1a2c1
I19859	-1451	England, Wiltshire, Rowbarrow	United Kingdom	I2a1b2
I2448	-1250	England, Oxfordshire, Yarnton	United Kingdom	R1b1a1b1a1a2c1b1
I3082	-1436	England, Dorset, Sixpenny Handley, Canada Farm	United Kingdom	R1b1a1b1a1a2c1
I7571	-1356	England, Needingworth Quarry, Over Narrows	United Kingdom	R1b1a1b1a1a2
I7572	-1430	England, Needingworth Quarry, Over Narrows	United Kingdom	R1b1a1b1a1a2c1
I7575	-1157	England, Bedfordshire, Biddenham Loop	United Kingdom	R1b1a1b1a1a2c1
I7577	-1248	England, Bedfordshire, Biddenham Loop	United Kingdom	R1b1a1b1a1a2c1
I7640	-1357	England, Cambridgeshire, Trumpington, Clay Farm	United Kingdom	R1b1a1b1a1a2c1
I6767	-8330	England, Somerset, Cheddar, Gough's Cave	United Kingdom	I2a1b2
I6767_noUDG.SG	-8330	England, Somerset, Cheddar, Gough's Cave	United Kingdom	I2a2
I6744	-8443	England, Somerset, Burrington Combe, Aveline's Hole	United Kingdom	I2
SB337B3_lib.SG	-8443	England, Somerset, Burrington Combe, Aveline's Hole	United Kingdom	IJK
I6767.SG	-8330	England, Somerset, Cheddar, Gough's Cave	United Kingdom	I2a2
I11146	-300	England, Somerset, Meare Lake Village West	United Kingdom	R1b1a1b1a1
I11150	-277	England, Bedfordshire, Broom Quarry	United Kingdom	R1b1a1b1a1a2c1
I11151	-277	England, Bedfordshire, Broom Quarry	United Kingdom	R1b1a1b1a1a2c1
I11153	-335	England, Cambridgeshire, Trumpington Meadows	United Kingdom	R1b1a1b1a1a2c1a5c2
I11156	-279	England, Cambridgeshire, Whittlesey, Bradley Fen	United Kingdom	R1b1a1b1a1a2c1a5
I11997	-277	England, Cambridgeshire, Whittlesey, Bradley Fen	United Kingdom	R1b1a1b1a1a2c1b2a1a1a
I12771	-376	England, Derbyshire, Brassington, Carsington Pasture Cave	United Kingdom	R1b1a1b1a1a2a
I12775	-275	England, Derbyshire, Brassington, Carsington Pasture Cave	United Kingdom	R1b1a1b1a1a2c1a5
I12778	-280	England, Derbyshire, Brassington, Carsington Pasture Cave	United Kingdom	R1b1a1b1a1a2c1a5b1a1a
I13615	-300	England, Kent, East Kent Access Road	United Kingdom	R1b1a1b1a1a2c1
I13680	-274	England, Somerset, Ham Hill	United Kingdom	R1b1a1b1a1a2c1a1k
I13728	-277	England, Cambridgeshire, Trumpington Meadows	United Kingdom	R1b1a1b1a1a2
I13730	-287	England, Kent, East Kent Access Road	United Kingdom	R1b1a1b1a1a2c1a2a
I13731	-296	England, Kent, East Kent Access Road	United Kingdom	R1b1a1b1a1a2c1
I13732	-319	England, Kent, East Kent Access Road	United Kingdom	R1b1a1b1a1a2
I14347	-274	England, West Yorkshire, Wattle Syke	United Kingdom	R1b1a1b1a1a2c1a1a1a1
I14380	-285	England, Kent, Cliffs End Farm	United Kingdom	R1b1a1b1a1a2c1
I14800	-278	England, Oxfordshire, Thame	United Kingdom	R1b1a1b1a1a2c1
I14807	-291	England, Oxfordshire, Thame	United Kingdom	R1b1a1b1a1a2c1a1a
I14859	-277	England, Kent, Cliffs End Farm	United Kingdom	R1b1a1b1a1a2
I14866	-276	England, Kent, Cliffs End Farm	United Kingdom	I2a1b1a1a1
I16591	-361	England, Somerset, Christon, Dibbles Farm	United Kingdom	R1b1a1b1a1a2c
I16592	-281	England, Somerset, Christon, Dibbles Farm	United Kingdom	R1b1a1b1a1a2c1a6
I16597	-333	England, Bedfordshire, Broom Quarry	United Kingdom	R1b1a1b1a1a2c1a1a
I16599	-345	England, Wiltshire, Amesbury Down	United Kingdom	R1b1a1b1a1a2c1
I16611	-317	England, Hampshire, Middle Wallop, Suddern Farm	United Kingdom	R1b1a1b1a1a2c1a5b1a1a2
I17014	-277	England, Somerset, Christon, Dibbles Farm	United Kingdom	R1b1a1b1a1a2c1
I17016	-276	England, Somerset, Christon, Dibbles Farm	United Kingdom	R1b1a1b1a1a2c1
I17261	-274	England, Hampshire, Middle Wallop, Suddern Farm	United Kingdom	R1b1a1b1a1a2c1
I19044	-278	England, Cambridgeshire, Marshall's Jaguar Land Rover New Showroom (JLU15)	United Kingdom	R1b1a1b1a1a2c1
I19045	-288	England, Cambridgeshire, Marshall's Jaguar Land Rover New Showroom (JLU15)	United Kingdom	G2a2b2a1a1b1a1a2a1a1
I19046	-278	England, Cambridgeshire, Marshall's Jaguar Land Rover New Showroom (JLU15)	United Kingdom	R1b1a1b1a1a2
I19207	-282	England, Oxfordshire, Yarnton	United Kingdom	R1b1a1b
I19211	-300	England, Oxfordshire, Yarnton	United Kingdom	R1b1a1b1a1a2c1
I19653	-300	England, Somerset, Ham Hill	United Kingdom	R1b1a1b1a1a
I19656	-281	England, Somerset, Ham Hill	United Kingdom	R1b1a1b1a1a2c1
I19873	-300	England, Kent, East Kent Access Road	United Kingdom	R1b1a1b1a1a2b1c1b
I19909	-277	England, Kent, East Kent Access Road	United Kingdom	R1b1a1b1a1a2c1
I19911	-300	England, Kent, East Kent Access Road	United Kingdom	R1b1a1b1a1a2c1
I20586	-300	England, Oxfordshire, Yarnton	United Kingdom	R1b1a1b1a1a2c1
I20587	-294	England, Oxfordshire, Yarnton	United Kingdom	R1b1a1b1a1a2c1
I20588	-275	England, Oxfordshire, Yarnton	United Kingdom	G2a2b2a1a1b
I20589	-300	England, Oxfordshire, Yarnton	United Kingdom	R1b1a1b1a1a2b1c1a1a1
I21180	-317	England, Oxfordshire, Yarnton	United Kingdom	R1b1a1b1a1a2c1
I21181	-300	England, Oxfordshire, Yarnton	United Kingdom	R1b1a1b1a1a2c1a1k
I21182	-300	England, Oxfordshire, Yarnton	United Kingdom	R1b1a1b1a1a2c1
I3083	-283	England, London, River Thames, Putney Foreshore	United Kingdom	R1b1a1b1a1
I7632	-290	England, Sussex, Brighton, Slonk Hill	United Kingdom	R1b1a1b1a1a
I14803	-274	England, Oxfordshire, Thame	United Kingdom	R1b1a1b1a1a2c1
I20583	-283	England, Oxfordshire, Stanton Harcourt, Gravelly Guy	United Kingdom	R1b1a1b1a1a2c1
I11143	-195	England, Somerset, Worlebury	United Kingdom	R1b1a1b1a1a2a
I11152	-229	England, Cambridgeshire, Over	United Kingdom	G2a2b2a1a1b1a1a2b
I11991	-166	England, Somerset, Worlebury	United Kingdom	R1b1a1b1a1a2c1
I11992	-145	England, Somerset, Worlebury	United Kingdom	R1b1a1b1a1a2c1
I12793	-250	England, Cornwall, Newquay, Tregunnel	United Kingdom	R1b1a1b1a1a2c1
I12926	-250	England, Gloucestershire, Fairford, Saxon Way	United Kingdom	R1b1a1b1a1a2c1
I13726	-183	England, Somerset, Worlebury	United Kingdom	R1b1a1b1a1a2c1
I14353	-170	England, West Yorkshire, Wattle Syke	United Kingdom	R1b1a1b1a1a2c1
I14809	-249	England, Oxfordshire, Thame	United Kingdom	R1b1a1b1a1a2
I16450	-100	England, Cornwall, Newquay, Trethellan Farm	United Kingdom	R1b1a1b1a1a2a
I16455	-100	England, Cornwall, Newquay, Trethellan Farm	United Kingdom	R1b1a1b1a1a2c
I16458	-100	England, Cornwall, Newquay, Trethellan Farm	United Kingdom	R1b1a1b1a1a2c1a6a
I16609	-129	England, Hampshire, Middle Wallop, Suddern Farm	United Kingdom	F
I16613	-198	England, Hampshire, Nether Wallop, Danebury	United Kingdom	F
I16619	-248	England, Sussex, Brighton, Bevendean	United Kingdom	R1b1a1b
I17264	-275	England, Hampshire, Nether Wallop, Danebury	United Kingdom	R1b1a1b1a1a2c1
I19855	-250	England, Somerset, Ham Hill	United Kingdom	R1b1a1b1a1a2c1
I20622	-236	England, Derbyshire, Fin Cop	United Kingdom	I2a1b1a1a1b1a
I20624	-244	England, Derbyshire, Fin Cop	United Kingdom	R1b1a1b
I20625	-142	England, Derbyshire, Fin Cop	United Kingdom	R1b1a1b
I20626	-168	England, Derbyshire, Fin Cop	United Kingdom	I2a1b1b
I20628	-181	England, Derbyshire, Fin Cop	United Kingdom	R1b1a1b1a1a2c1a5c
I20634	-225	England, Derbyshire, Fin Cop	United Kingdom	R1b1a1b
I20982	-226	England, Hampshire, Middle Wallop, Suddern Farm	United Kingdom	R1b1a1b1a1a2b1
I20987	-226	England, Hampshire, Middle Wallop, Suddern Farm	United Kingdom	R1b1a1b1a1a2c1
I20988	-275	England, Hampshire, Nether Wallop, Danebury	United Kingdom	I2a1b1a1a1b1a
I20989	-223	England, Hampshire, Nether Wallop, Danebury	United Kingdom	R1b1a1b1a1a2
I21272	-250	England, Oxfordshire, Stanton Harcourt, Gravelly Guy	United Kingdom	R1b1a1b1a1a2c1a5c
I21277	-275	England, Oxfordshire, Stanton Harcourt, Gravelly Guy	United Kingdom	R1b1a1b1a1a2c1a5c
I21307	-167	England, Wiltshire, Battlesbury Bowl	United Kingdom	R1b1a1b1a1
I21308	-108	England, Wiltshire, Battlesbury Bowl	United Kingdom	R1b1a1b1a1a2c1
I21309	-215	England, Wiltshire, Battlesbury Bowl	United Kingdom	R1b1a1b1a1a2c1
I21312	-146	England, Wiltshire, Casterley Camp	United Kingdom	R1b1a1b1a1a2c1
I21313	-215	England, Wiltshire, Casterley Camp	United Kingdom	R1b1a1b1a1a2
I16387	-100	England, Cornwall, Newquay, Trethellan Farm	United Kingdom	R1b1a1b1a1a2
I20632	-225	England, Derbyshire, Fin Cop	United Kingdom	R1b1a1b1a1a
I0518	-3230	England, Northampton, Banbury Lane	United Kingdom	I2a1b
I0519	-3230	England, Northampton, Banbury Lane	United Kingdom	I2a1a2
I0520	-3230	England, Northampton, Banbury Lane	United Kingdom	I2
I16463	-3750	England, North Yorkshire, Cockerham, Elbolton Cave	United Kingdom	I2a1b1a1a1
I2606	-3115	England, Buckinghamshire, Eton Rowing Course	United Kingdom	I2a1b1a1a1
I3040	-3575	England, Sussex, Brighton, Whitehawk	United Kingdom	I2a1b1
I3068	-3583	England, Derbyshire, Brassington, Carsington Pasture Cave	United Kingdom	I2a1b1a1a1b
I4949_enhanced	-3467	England, Wiltshire, Winterbourne Monkton, North Millbarrow	United Kingdom	I2a1b1a1a1
I5374	-2530	England, Somerset, Cheddar, Totty Pot	United Kingdom	CT
I5387	-2900	England, Wiltshire, Avebury, West Kennet	United Kingdom	I2a1b1a1a1
I6747	-3578	England, Derbyshire, Brassington, Carsington Pasture Cave	United Kingdom	I2a1b1a1a1
I6750	-3700	England, Wiltshire, Salisbury, Fussell's Lodge	United Kingdom	I2a1b1a1a1b
I6753	-3355	England, Kent, Trottiscliffe, Coldrum	United Kingdom	I2a1b1a1a1
I6755	-3578	England, North Yorkshire, Ha Cave, Giggleswick Scar	United Kingdom	I2a1b1a1a1b
I6757	-3543	England, North Yorkshire, Attermire Scar, Jubilee Cave	United Kingdom	I2a1b1a1a1b
I6759	-3577	England, North Yorkshire, Kelco Cave, Giggleswick Scar	United Kingdom	I2a1a2
I6760	-3831	England, Gloucestershire, Hampnett, Burn Ground	United Kingdom	I2a1b1a1a1
I6762	-3750	England, Gloucestershire, Chipping Norton, Upper Swell	United Kingdom	I2a1b1a1a1b
I3039	-3575	England, Sussex, Brighton, Whitehawk	United Kingdom	I2a1b1
I3039_noUDG.SG	-3575	England, Sussex, Brighton, Whitehawk	United Kingdom	I2a2a
I3040_noUDG.SG	-3575	England, Sussex, Brighton, Whitehawk	United Kingdom	I2a2a
I5387_noUDG.SG	-2900	England, Wiltshire, Avebury, West Kennet	United Kingdom	I2a2a1
I6747_noUDG.SG	-3578	England, Derbyshire, Brassington, Carsington Pasture Cave	United Kingdom	I2a2a1a1a
I6753_noUDG.SG	-3355	England, Kent, Trottiscliffe, Coldrum	United Kingdom	I2a2a1a1a
I6755_noUDG.SG	-3578	England, North Yorkshire, Ha Cave, Giggleswick Scar	United Kingdom	I2a2a1
I6760_noUDG.SG	-3831	England, Gloucestershire, Hampnett, Burn Ground	United Kingdom	I2a2a1a1a2
I5374_contam_noUDG.SG	-2530	England, Somerset, Cheddar, Totty Pot	United Kingdom	I
I12439	-3650	England, Gloucestershire, Cheltenham, Hazleton North	United Kingdom	I2a1b1a1a1
I12440	-3650	England, Gloucestershire, Cheltenham, Hazleton North	United Kingdom	I2a1b1a1a1
I13892	-3727	England, Gloucestershire, Cheltenham, Hazleton North	United Kingdom	I2a1b1a1a1
I13893	-3567	England, Gloucestershire, Cheltenham, Hazleton North	United Kingdom	I2a1b1a1a1
I2611	-2989	England, Blaydon, Tyne and Wear, Summerhill	United Kingdom	R1b1a1b1a1a2c1
I3035	-3750	England, North Yorkshire, Ingleborough Hill, Fox Holes Cave	United Kingdom	R1b1a1b1a1a1c1a2b
I6748	-3863	England, Somerset, Mendip, Hay Wood Cave	United Kingdom	CT
I3019	-3200	England, Somerset, Cheddar, Totty Pot	United Kingdom	R1b1a1b
I5374.SG	-2530	England, Somerset, Cheddar, Totty Pot	United Kingdom	I
I5387.SG	-2900	England, Wiltshire, Avebury, West Kennet	United Kingdom	I2a2a1
I6747.SG	-3578	England, Derbyshire, Brassington, Carsington Pasture Cave	United Kingdom	I2a2a1a1a
I6753.SG	-3355	England, Kent, Trottiscliffe, Coldrum	United Kingdom	I2a2a1a1a
I6755.SG	-3578	England, North Yorkshire, Ha Cave, Giggleswick Scar	United Kingdom	I2a2a1
I6757.SG	-3543	England, North Yorkshire, Attermire Scar, Jubilee Cave	United Kingdom	I2a2a1a1a2
I6760.SG	-3831	England, Gloucestershire, Hampnett, Burn Ground	United Kingdom	I2a2a1a1a2
SED007_noUDG	750	England, Norfolk, Sedgeford	United Kingdom	I
SED011_noUDG	750	England, Norfolk, Sedgeford	United Kingdom	R
LAK016_noUDG	463	England, Suffolk, Lakenheath	United Kingdom	K2b
TRPTN_613_noUDG.SG	-3689	England, Cambridgeshire, Trumpington Meadows	United Kingdom	I2a2a
TRPTN_611_noUDG.SG	-3468	England, Cambridgeshire, Trumpington Meadows	United Kingdom	I2a1b1a1a1
VK149_noUDG.SG	940	England, Oxford, St John's College Oxford	United Kingdom	I1
VK164_noUDG.SG	940	England, Oxford, St John's College Oxford	United Kingdom	BT
VK150_noUDG.SG	940	England, Oxford, St John's College Oxford	United Kingdom	I2a1b1a2b1a2b
VK178_noUDG.SG	940	England, Oxford, St John's College Oxford	United Kingdom	R1b1a1b1a1a1c2b
VK143_noUDG.SG	940	England, Oxford, St John's College Oxford	United Kingdom	R1b1a1b1a1a1c1a2
VK144_noUDG.SG	940	England, Oxford, St John's College Oxford	United Kingdom	I1
VK145_noUDG.SG	940	England, Oxford, St John's College Oxford	United Kingdom	R1a1a1
VK146_noUDG.SG	940	England, Oxford, St John's College Oxford	United Kingdom	I1a2a1a1d1a1a
VK147_noUDG.SG	940	England, Oxford, St John's College Oxford	United Kingdom	R1b1a1b1a1a2
VK148_noUDG.SG	940	England, Oxford, St John's College Oxford	United Kingdom	I1
VK151_noUDG.SG	940	England, Oxford, St John's College Oxford	United Kingdom	I1
VK163_noUDG.SG	940	England, Oxford, St John's College Oxford	United Kingdom	I1
VK165_noUDG.SG	940	England, Oxford, St John's College Oxford	United Kingdom	I1a1b1a3a
VK166_noUDG.SG	940	England, Oxford, St John's College Oxford	United Kingdom	R1b1a1b1a1a2a1b1a1a
VK167_noUDG.SG	940	England, Oxford, St John's College Oxford	United Kingdom	I1
VK168_noUDG.SG	940	England, Oxford, St John's College Oxford	United Kingdom	R1b1a1b1a1a1b
VK172_noUDG.SG	940	England, Oxford, St John's College Oxford	United Kingdom	R1a1a1b1a3a1
VK173_noUDG.SG	940	England, Oxford, St John's College Oxford	United Kingdom	I2a1b1a1a1b1a
VK174_noUDG.SG	940	England, Oxford, St John's College Oxford	United Kingdom	R1b1a1b1a1a1c2b
VK175_noUDG.SG	940	England, Oxford, St John's College Oxford	United Kingdom	R1b1a1b1a1
VK176_noUDG.SG	940	England, Oxford, St John's College Oxford	United Kingdom	I1a1b1a1
VK177_noUDG.SG	940	England, Oxford, St John's College Oxford	United Kingdom	R1b1a1b1a1a2b1
VK256_noUDG.SG	997	England, Dorset, Ridgeway Hill Mass Grave	United Kingdom	R1a1a1b1a3a1
VK257_noUDG.SG	997	England, Dorset, Ridgeway Hill Mass Grave	United Kingdom	I1a1b1b
VK258_noUDG.SG	997	England, Dorset, Ridgeway Hill Mass Grave	United Kingdom	R1a1a1
VK259_noUDG.SG	997	England, Dorset, Ridgeway Hill Mass Grave	United Kingdom	R1b1a1b1a1a
VK260_noUDG.SG	997	England, Dorset, Ridgeway Hill Mass Grave	United Kingdom	Q1b2b1
VK261_noUDG.SG	997	England, Dorset, Ridgeway Hill Mass Grave	United Kingdom	R1b1a1b1a1a2
VK262_noUDG.SG	997	England, Dorset, Ridgeway Hill Mass Grave	United Kingdom	I1
VK263_noUDG.SG	997	England, Dorset, Ridgeway Hill Mass Grave	United Kingdom	R1b1a1b1a1a2c1
VK264_noUDG.SG	997	England, Dorset, Ridgeway Hill Mass Grave	United Kingdom	R1a1a1
VK449_noUDG.SG	997	England, Dorset, Ridgeway Hill Mass Grave	United Kingdom	R1b1a1b1a1a1b
MA968.MA976_noUDG.SG	-2702	Ardu, Harju	Estonia	R1a-Z645
MA969_noUDG.SG	-2702	Ardu, Harju	Estonia	R1a-Z645
VK490_noUDG.SG	723	Saaremaa, Salme	Estonia	I1a2a1a1d1a1a
VK497_noUDG.SG	750	Saaremaa, Salme	Estonia	I1a2a1a1d1a1a
VK485_noUDG.SG	706	Saaremaa, Salme	Estonia	I1a2a1a1d1a
VK480_noUDG.SG	750	Saaremaa, Salme	Estonia	R1a1a1b1a2a
VK481_noUDG.SG	750	Saaremaa, Salme	Estonia	N1a1a1a1a1a1a
VK482_noUDG.SG	750	Saaremaa, Salme	Estonia	I1
VK483_noUDG.SG	759	Saaremaa, Salme	Estonia	I1a2a1a1d1a
VK484_noUDG.SG	750	Saaremaa, Salme	Estonia	R1a1a1b1a2b3a
VK486_noUDG.SG	750	Saaremaa, Salme	Estonia	R1a1a1b1a2b3a
VK487_noUDG.SG	750	Saaremaa, Salme	Estonia	R1a1a1b
VK488_noUDG.SG	750	Saaremaa, Salme	Estonia	I1a1b1
VK489_noUDG.SG	750	Saaremaa, Salme	Estonia	N1a1a1a1a1a1a
VK491_noUDG.SG	750	Saaremaa, Salme	Estonia	I1a2a1a1d1a1a
VK492_noUDG.SG	750	Saaremaa, Salme	Estonia	I1a2a1a1d1a
VK493_noUDG.SG	750	Saaremaa, Salme	Estonia	R1a1a1b1
VK495_noUDG.SG	750	Saaremaa, Salme	Estonia	I1a
VK496_noUDG.SG	750	Saaremaa, Salme	Estonia	I1a2a2a
VK498_noUDG.SG	750	Saaremaa, Salme	Estonia	R1a1a1b1a3a2a1
VK504_noUDG.SG	750	Saaremaa, Salme	Estonia	N1a1a1a1a1a
VK505_noUDG.SG	750	Saaremaa, Salme	Estonia	N1a1a1a1a1a1a
VK506_noUDG.SG	713	Saaremaa, Salme	Estonia	I1a
VK507_noUDG.SG	829	Saaremaa, Salme	Estonia	I1a1b1
VK508_noUDG.SG	750	Saaremaa, Salme	Estonia	N1a1a1a1a1a1a
VK509_noUDG.SG	750	Saaremaa, Salme	Estonia	I1a1b1
VK510_noUDG.SG	750	Saaremaa, Salme	Estonia	I1a1b1
VK511_noUDG.SG	750	Saaremaa, Salme	Estonia	I1a1b1a1
VK512_noUDG.SG	750	Saaremaa, Salme	Estonia	N1a1a1a1a1a1a
VK549_noUDG.SG	750	Saaremaa, Salme	Estonia	I1a1b1
VK550_noUDG.SG	750	Saaremaa, Salme	Estonia	N1a1a1a1a1a1a1b
VK551_noUDG.SG	750	Saaremaa, Salme	Estonia	R1a1a1b1a3a1
VK552_noUDG.SG	750	Saaremaa, Salme	Estonia	I1a2a1a1d
VK553_noUDG.SG	750	Saaremaa, Salme	Estonia	I1a1b1
VK554_noUDG.SG	830	Saaremaa, Salme	Estonia	I1
VK555_noUDG.SG	750	Saaremaa, Salme	Estonia	I1a2a1a1d1a
VK234_noUDG.SG	1600	Faroes, Church2	Faroes	R1b1a1b1a1a3b1a
VK45_noUDG.SG	1600	Faroes, Church2	Faroes	R1a1a1b1a3a
VK245_noUDG.SG	1600	Faroes, Church2	Faroes	R1a1a1b1a3a2b1a
VK44_noUDG.SG	1600	Faroes, Church2	Faroes	R1b1a1b1a1a2c1a1a1a1a1a
VK237_noUDG.SG	1600	Faroes, Church2	Faroes	R1a1a1b1a
VK238_noUDG.SG	1600	Faroes, Church2	Faroes	R1a1a1b1a3a2a
VK239_noUDG.SG	1600	Faroes, Church2	Faroes	R1b1a1b
VK242_noUDG.SG	1600	Faroes, Church2	Faroes	R1b1a1b1a1a2c1a1f1
VK244_noUDG.SG	1600	Faroes, Church2	Faroes	R1a1a1b1a3a1
VK248_noUDG.SG	1600	Faroes, Church2	Faroes	I1
VK25_noUDG.SG	1600	Faroes, Church2	Faroes	R1b1a1b1a1a3b1a
VK27_noUDG.SG	1600	Faroes, Church2	Faroes	R1b1a1b1a1a2c1a2
VK46_noUDG.SG	1600	Faroes, Church2	Faroes	R1a1a1b1a3a2b1a
VK24_noUDG.SG	1050	Faroes, Hvalba	Faroes	R1b1a1b1a1
Chaudardes1_noUDG	-6268	Chaudardes	France	I
PEN003	-5413	Alpes-Maritimes, Pendimoun	France	I2a1a2
LBR001	-4790	Alpes-Maritimes, Les Bréguières	France	I2a1b1a1b
LBR002	-5041	Alpes-Maritimes, Les Bréguières	France	I2a1b1a1b
LBR005	-5101	Alpes-Maritimes, Les Bréguières	France	I2a1b
RIX2.SG	-1650	Grand-Est (East), Rixheim, Zac du Petit Prince	France	R1b1a1b
BIS130.SG	-1900	Grand-Est (East), Bischwihr, Muehlacker	France	R1b1a1a2
OBE3626-1.SG	-1824	Grand-Est (East), Obernai, PAEI	France	R1b1a1b1
PSS4170.SG	-2080	Grand-Est (East), Pont-sur-Seine, Pont-sur-Seine	France	R1b1a1b1
RIX15.SG	-1650	Grand-Est (East), Rixheim, Zac du Petit Prince	France	R1b1a1b
Schw72-15.SG	-5075	Grand-Est (East), Schwindratzheim, Lotissement Les Terrasses de la Zorn	France	C1a2
BERG157-7.SG	-4162	Grand-Est (East), Bergheim, Saulager	France	I2a1a2
BUCH2.SG	-4300	..	France	H2a1
ROS102.SG	-4650	"Grand-Est (East), Rosheim, Rosheim ""Mittelfeld"" ""Rosenmeer"""	France	I2a1a2a
