Gen_ID	DateMean	Locality	Pol_En	Y_hapgrp
LAV010	1291	St. Lucia, Cas-en-Bas, Lavoutte site 	St. Lucia	Q1b1a1a
ber1M_noUDG.SG	-2533	Bergsgraven	Sweden	R-Z283
VK359_noUDG.SG	750	Oland	Sweden	CT
VK379_noUDG.SG	750	Oland	Sweden	I1
VK382_noUDG.SG	750	Oland	Sweden	I1a1b1a4a2
hem004_noUDG.SG	-3195	Gotland, Hemmor	Sweden	I2-M438
hem004.SG	-3195	Gotland, Hemmor	Sweden	I2-M438
vbj006_noUDG.SG	-2948	Gotland, Västerbjers	Sweden	I2a-L460
vbj008_noUDG.SG	-2713	Gotland, Västerbjers	Sweden	I2-M438
vbj012_noUDG.SG	-2983	Gotland, Västerbjers	Sweden	I2a-L460
vbj013_noUDG.SG	-2828	Gotland, Västerbjers	Sweden	I2a1a-CTS595
vbj018_noUDG.SG	-2918	Gotland, Västerbjers	Sweden	I2a1b1-L161
vbj006.SG	-2948	Gotland, Västerbjers	Sweden	I2a-L460
vbj008.SG	-2713	Gotland, Västerbjers	Sweden	I2-M438
vbj012.SG	-2983	Gotland, Västerbjers	Sweden	I2a-L460
vbj013.SG	-2828	Gotland, Västerbjers	Sweden	I2a1a-CTS595
vbj018.SG	-2918	Gotland, Västerbjers	Sweden	I2a1b1-L161
VK579_noUDG.SG	300	Oland	Sweden	N1a1a1a1a
I0017	-5674	Motala, Kanaljorden	Sweden	I2a1b
I0017.SG	-5674	Motala, Kanaljorden	Sweden	I2a1b2a1
ajv54_noUDG.SG	-2899	Ajvide	Sweden	I2-M438
Ajvide58_noUDG.SG	-2750	Gotland, Stora Karlsö	Sweden	I2a1
VK517_noUDG.SG	1050	Uppsala, Skomsta	Sweden	I2a1b1a2b1a2a
VK347_noUDG.SG	950	Oland	Sweden	I2a1b1
VK304_noUDG.SG	1050	Skara, Varnhem	Sweden	F
VK467_noUDG.SG	975	Gotland, Kopparsvik	Sweden	CT
VK533_noUDG.SG	950	Oland	Sweden	N1a1a1a1a1a1a
VK217_noUDG.SG	1000	Malmo, Ljungbacka	Sweden	R1b1a1b1a1a
VK232_noUDG.SG	975	Gotland, Kopparsvik	Sweden	R1b1a1b1a1a1
VK251_noUDG.SG	975	Gotland, Kopparsvik	Sweden	R1
VK267_noUDG.SG	950	Karda	Sweden	R1b
VK268_noUDG.SG	950	Karda	Sweden	R1b1a1b
VK269_noUDG.SG	950	Karda	Sweden	R1b1a1b
VK29_noUDG.SG	1050	Skara, Varnhem	Sweden	I1
VK30_noUDG.SG	1050	Skara, Varnhem	Sweden	R1a1a1
VK306_noUDG.SG	1050	Skara, Varnhem	Sweden	I1a
VK308_noUDG.SG	1050	Skara, Varnhem	Sweden	R1b1a1b1a1a1b1a1
VK309_noUDG.SG	1050	Skara, Varnhem	Sweden	R1a1a
VK31_noUDG.SG	1050	Skara, Varnhem	Sweden	R1b1a1b1a1a2c1
VK332_noUDG.SG	865	Oland	Sweden	I2a1b1a2b1
VK333_noUDG.SG	898	Oland	Sweden	R1b1a1b1a1a2e
VK335_noUDG.SG	950	Oland	Sweden	R1b1a1b1a1a
VK336_noUDG.SG	859	Oland	Sweden	R1b1a1b1a1a2
VK337_noUDG.SG	881	Oland	Sweden	I1a2a1a1a
VK34_noUDG.SG	1050	Skara, Varnhem	Sweden	R1b1a1b1a1a1c2b2a1b1a4b1
VK342_noUDG.SG	950	Oland	Sweden	I2a1b1a2b
VK343_noUDG.SG	950	Oland	Sweden	I1
VK344_noUDG.SG	950	Oland	Sweden	R1a1a1b1a
VK345_noUDG.SG	950	Oland	Sweden	R1b1a1b1a1a2c1b2a1a1
VK346_noUDG.SG	950	Oland	Sweden	J2
VK348_noUDG.SG	950	Oland	Sweden	I2a1b1a2b1a2a
VK349_noUDG.SG	840	Oland	Sweden	R1b1a1b1a1a2c1a4b2c1a
VK35_noUDG.SG	1050	Skara, Varnhem	Sweden	R1a1a1b1a3a
VK352_noUDG.SG	950	Oland	Sweden	I1a1
VK354_noUDG.SG	1011	Oland	Sweden	R1a1a1b1a3a2a1
VK355_noUDG.SG	853	Oland	Sweden	L2
VK357_noUDG.SG	1063	Oland	Sweden	I1a2a1a1a
VK380_noUDG.SG	950	Oland	Sweden	I1
VK39_noUDG.SG	1050	Skara, Varnhem	Sweden	G2a2b2a1a1b1a
VK395_noUDG.SG	1050	Skara, Varnhem	Sweden	N1a1a1a1a1a2a1a2
VK396_noUDG.SG	1050	Skara, Varnhem	Sweden	R1b1a1b1a1a1c1a1
VK397_noUDG.SG	1050	Skara, Varnhem	Sweden	R1a1a1b1a3a
VK398_noUDG.SG	1050	Skara, Varnhem	Sweden	T1a2b1
VK399_noUDG.SG	1050	Skara, Varnhem	Sweden	N1a1a1a1a1a1a
VK40_noUDG.SG	1050	Skara, Varnhem	Sweden	R1b1a1b1a1a2b1c1b
VK400_noUDG.SG	1050	Skara, Varnhem	Sweden	I1a1b
VK401_noUDG.SG	1050	Skara, Varnhem	Sweden	R1a1a1b1a3a2
VK403_noUDG.SG	1050	Skara, Varnhem	Sweden	R1b1a1b1a1a2a1b1a
VK404_noUDG.SG	1050	Skara, Varnhem	Sweden	I1a1b
VK405_noUDG.SG	1050	Skara, Varnhem	Sweden	R1b1a1b1a1a2c1
VK406_noUDG.SG	1050	Skara, Varnhem	Sweden	N1a1a1a1a1a1a
VK407_noUDG.SG	1050	Skara, Varnhem	Sweden	I1
VK42_noUDG.SG	1050	Skara, Varnhem	Sweden	J2a1a1b2a1b1
VK424_noUDG.SG	1050	Skara, Varnhem	Sweden	R1b1a1b1a1a1c2b1
VK425_noUDG.SG	1050	Skara, Varnhem	Sweden	R1b1a1b1a1a1c2b2b
VK426_noUDG.SG	1050	Skara, Varnhem	Sweden	R1b1a1b
VK427_noUDG.SG	1050	Skara, Varnhem	Sweden	I2a1b1a
VK430_noUDG.SG	975	Gotland, Frojel	Sweden	N1a1a1a1a1a
VK431_noUDG.SG	975	Gotland, Frojel	Sweden	R1b1a1b1a1a2
VK438_noUDG.SG	975	Gotland, Frojel	Sweden	R1a1a1b
VK443_noUDG.SG	950	Oland	Sweden	I1a2a1a1d2
VK444_noUDG.SG	853	Oland	Sweden	R1b1a1b1a1a1c2b2a1b1b1
VK452_noUDG.SG	975	Gotland, Kopparsvik	Sweden	R1a1a1b1a
VK453_noUDG.SG	975	Gotland, Kopparsvik	Sweden	R1a1a1
VK461_noUDG.SG	975	Gotland, Frojel	Sweden	N1a1a1a1a1a2a1a
VK463_noUDG.SG	975	Gotland, Frojel	Sweden	R1a1a1b1a2b
VK468_noUDG.SG	975	Gotland, Kopparsvik	Sweden	R1b1a1b1a1a1c2b2b1a
VK469_noUDG.SG	975	Gotland, Kopparsvik	Sweden	R1b1a1b1a1a1c2b2a1b1a
VK471_noUDG.SG	975	Gotland, Kopparsvik	Sweden	R1a1
VK473_noUDG.SG	975	Gotland, Kopparsvik	Sweden	I1a1b
VK474_noUDG.SG	975	Gotland, Kopparsvik	Sweden	E1b1b1b2a1a4
VK475_noUDG.SG	975	Gotland, Kopparsvik	Sweden	R1a1a1b1a2b
VK479_noUDG.SG	975	Gotland, Kopparsvik	Sweden	G2a2b2a1a1b1a1a2a1a
VK48_noUDG.SG	975	Gotland, Kopparsvik	Sweden	R1a1a1b1a3a1a1a
VK50_noUDG.SG	975	Gotland, Kopparsvik	Sweden	I1a1a1a1a
VK51_noUDG.SG	975	Gotland, Kopparsvik	Sweden	N1a1a1a1a1a1a
VK53_noUDG.SG	975	Gotland, Kopparsvik	Sweden	I2a1a2b1a1
VK57_noUDG.SG	975	Gotland, Frojel	Sweden	R1b1a1b1a1a
VK60_noUDG.SG	975	Gotland, Frojel	Sweden	R1a1a1b1a2b
VK64_noUDG.SG	975	Gotland, Frojel	Sweden	R1a1a1b1a2a
Bichon_noUDG.SG	-11748	Grotte du Bichon	Switzerland	I2a
I14929	400	Hanben, Blihun site	Taiwan	O2a2b-F130
I14931	400	Hanben, Blihun site	Taiwan	O2a2-P201
I14933	400	Hanben, Blihun site	Taiwan	O1a2-F1081
I14934	400	Hanben, Blihun site	Taiwan	O1a1a1a1-CTS10963
I15158	400	Hanben, Blihun site	Taiwan	O1a2-F1081
I3612_noUDG	150	Hanben, Blihun site	Taiwan	O2a2b2a2-F1903
I3614	400	Hanben, Blihun site	Taiwan	O2a2b2-CTS1366
I3618	400	Hanben, Blihun site	Taiwan	O2a2b2a2-F706
I3731	400	Hanben, Blihun site	Taiwan	O1a1a1a1-CTS1711
I3734	375	Hanben, Blihun site	Taiwan	O2a2a1a2a2-Y26412
I3736	400	Hanben, Blihun site	Taiwan	O1a1a1a1-CTS1711
I8072	400	Hanben, Blihun site	Taiwan	O1a-Page20
I8080	400	Hanben, Blihun site	Taiwan	O1a1a1a-F518
I8081	541	Hanben, Blihun site	Taiwan	O1a1a1a-Z23466
I8078	375	Hanben, Blihun site	Taiwan	O2a2b2-F3223
I13972	303	Gishimangeda Cave	Tanzania	E1b1b1b2b2
I13977	26	Gishimangeda Cave	Tanzania	E1b1b1b2b2
I13980	-637	Gishimangeda Cave	Tanzania	E1b1b1a1b2
I13983	-200	Gishimangeda Cave	Tanzania	BT
I13762	-101	Gishimangeda Cave	Tanzania	E1b1b1b2b2a1
TIT021	-2232	Şanlıurfa Province, Titriş Höyük	Turkey 	J2b
DA379_noUDG.SG	-3210	Kara-Depe	Turkmenistan	J
VK541_noUDG.SG	1250	Lutsk	Ukraine	R1a1a1b1a1a1c1
VK542_noUDG.SG	1050	Chernigov	Ukraine	I2a1a2b1a1a
VK539_noUDG.SG	1050	Shestovitsa	Ukraine	I1
Anzick_realigned_noUDG.SG	-10762	Montana, Anzick Ranch	USA	Q-L54
I1775	-1613	Wales, North Wales, Llandudno, Great Orme	United Kingdom	R1b1a1b1a1a2
I16488	-1100	Wales, West Glamorgan, Gower Peninsula, Port Eynon, Culver Hole Cave	United Kingdom	R1b1a1b1a1a2c1a1h
I5440	-1433	Wales, Glamorgan, St. Fagan's	United Kingdom	R1b1a1b1a1a2c1
I6754	-7630	Wales, Pembrokeshire, Caldey Island, Ogof-Yr-Ychen	United Kingdom	I2a1b1
SB460A3_lib.SG	-7630	Wales, Pembrokeshire, Caldey Island, Ogof-Yr-Ychen	United Kingdom	I2a2
I16405	-300	Wales, Glamorgan, RAF St Athan	United Kingdom	R1b1a1b1a1a2c1
I16475	-276	Wales, Clwyd, Dinorben	United Kingdom	R1b1a1b1a1a2
I16491	-2736	Wales, Denbighshire, Llanferres, Orchid Cave	United Kingdom	I2a1b1a1a1
I3023	-3350	Wales, Brechnockshire, Hay-on-Wye, Little Lodge	United Kingdom	I2a1a1b
I5359	-3650	Wales, Glamorgan, Tinkinswood	United Kingdom	I2a1b1a1a1
SB415A_lib.SG	-3350	Wales, Brechnockshire, Hay-on-Wye, Little Lodge	United Kingdom	I
JAG34_noUDG.SG	-1765	Osijek, Jagodnjak-Krcevine	Croatia	G2a2a1a2a2a1
JAG58_noUDG.SG	-1700	Osijek, Jagodnjak-Krcevine	Croatia	G2a2a1a2a2a1
JAG78_noUDG.SG	-1700	Osijek, Jagodnjak-Krcevine	Croatia	G2a2a1a2a2a1
JAG82_noUDG.SG	-1700	Osijek, Jagodnjak-Krcevine	Croatia	G2a2a1-PF3148
POP04_noUDG.SG	-4500	Osijek, Beli Manastir-Popova zemlja	Croatia	J-M304
POP07_noUDG.SG	-4685	Osijek, Beli Manastir-Popova zemlja	Croatia	I2a2a-M223
POP23_noUDG.SG	364	Osijek, Beli Manastir-Popova zemlja	Croatia	R1a1a1b2a2b1-F1345
POP24_noUDG.SG	-4500	Osijek, Beli Manastir-Popova zemlja	Croatia	I2a2a-M223
POP33_noUDG.SG	-4374	Osijek, Beli Manastir-Popova zemlja	Croatia	G2a2b2a1a1-PF3345
POP36_noUDG.SG	-4500	Osijek, Beli Manastir-Popova zemlja	Croatia	G2a2a-PF3147
ALA120	-1600	Hatay, Tell Atchana (Alalakh)	Turkey	J2a1a1a2b2a3b1
ALA123	-1600	Hatay, Tell Atchana (Alalakh)	Turkey	J2a1a1a2
ALA124	-1600	Hatay, Tell Atchana (Alalakh)	Turkey	J2a1a1a
ALA128_noUDG	-1600	Hatay, Tell Atchana (Alalakh)	Turkey	LT
ALA131_noUDG	-1600	Hatay, Tell Atchana (Alalakh)	Turkey	J2a1a1a2b2a
ALA136_noUDG	-1600	Hatay, Tell Atchana (Alalakh)	Turkey	E1b1b1
ALA138_noUDG	-1600	Hatay, Tell Atchana (Alalakh)	Turkey	T1a1a
C2034	-2548	Xinjiang, Aletai (Altay) Region, Habahe  County, Ayituohan	China	Q1b1
C1701	-2250	Xinjiang, Aletai Region, Habahe  County, Tuoganbai	China	R1b1a2a2c1
C1704	-2250	Xinjiang, Aletai Region, Habahe  County, Tuoganbai	China	R1b1a1a2a2
C1700	-2250	Xinjiang, Aletai Region, Habahe  County, Tuoganbai	China	R1b1a2a2c1
C1702	-2250	Xinjiang, Aletai Region, Habahe  County, Tuoganbai	China	Q1a2a1c
C794	-2548	Xinjiang, Aletai Region, Habahe  County, Habahe	China	Q1b1
C1707	-2682	Xinjiang, Aletai Region, Buerjin (Burqin)  County, Bolati 	China	R1b1a1a2a2
C1705	-271	Xinjiang, Aletai Region, Buerjin  County, Kalatasi	China	C2b1c
C1706.SG	-271	Xinjiang, Aletai Region, Buerjin  County, Kalatasi	China	C2b1c
C2037.SG	-2274	Xinjiang, Aletai Region, Qinghe  County, Chaganguole (Chagangole)	China	R1b1a1a2a2
C2036	-2274	Xinjiang, Aletai Region, Qinghe  County, Chaganguole	China	Q1b
C2046	-2088	Xinjiang, Aletai Region, Qinghe  County, Chaganguole	China	R1b1a1a2a2
C2048	-2274	Xinjiang, Aletai Region, Qinghe  County, Chaganguole	China	R1b1a1a2a2
C3343.SG	-3002	Xinjiang, Aletai Region, Jimunai  County, Songshugou	China	C2b1
C1712	942	Xinjiang, Aletai Region, Habahe  County, Dongtalede	China	R1b1
C1710.SG	-588	Xinjiang, Aletai Region, Habahe  County, Dongtalede	China	R1b1
C4268.SG	-496	Xinjiang, Yili Region, Chabuchaer  County, Abusanteer	China	Q1a2a
C4272.SG	-496	Xinjiang, Yili Region, Chabuchaer  County, Abusanteer	China	Q1b1b2a
C4273.SG	-496	Xinjiang, Yili Region, Chabuchaer  County, Abusanteer	China	L
C4140	163	Xinjiang, Yili Region, Chabuchaer  County, Abusanteer	China	Q1a1b1
C1654	1217	Xinjiang, Yili Region, Tekesi  County, Junmachanyilian	China	L1
C3319	-401	Xinjiang, Yili Region, Nileke  County, Caishichang	China	Q1a2a
C3320	-302	Xinjiang, Yili Region, Nileke  County, Caishichang	China	J2a1h2
C3313	-302	Xinjiang, Yili Region, Nileke  County, Caishichang	China	Q1a
C3339	-2951	Xinjiang, Yili Region, Nileke  County, G218	China	R1b1a2
C3340	-2795	Xinjiang, Yili Region, Nileke  County, G218	China	R1b1a2a2c1
C3341	-2721	Xinjiang, Yili Region, Nileke  County, G218	China	R1b1a2a1a
C3325	-77	Xinjiang, Yili Region, Nileke  County, G218	China	Q1a2b2
C4263	-210	Xinjiang, Yili Region, Nileke  County, Tangbalesayi 	China	R1b1a1a2a2
C785.SG	-210	Xinjiang, Yili Region, Nileke  County, Tangbalesayi 	China	R1b1a1a2a2
C787.SG	-271	Xinjiang, Yili Region, Nileke  County, Tangbalesayi 	China	R1b1a2a2c1
C628	-235	Xinjiang, Yili Region, Nileke  County, Tangbalesayi 	China	I2a2a
C1639	-1541	Xinjiang, Yili Region, Nileke  County, Wutulan	China	Q1a2
C1649.SG	-230	Xinjiang, Yili Region, Nileke  County, Wutulan	China	Q1b1b2a
C4283	-231	Xinjiang, Yili Region, Nileke  County, Wutulan	China	Q1a2a1c
C3365.SG	-583	Xinjiang, Yili Region, Xinyuan  County, Sahaxibei	China	R1b1
C3354.SG	-300	Xinjiang, Yili Region, Xinyuan  County, Tielieketesai	China	J2a1h
C1658	-298	Xinjiang, Yili Region, Xinyuan  County, Ayousaigoukou	China	J1a2b1
C1659	-298	Xinjiang, Yili Region, Xinyuan  County, Ayousaigoukou	China	J1a2b1
C3617.SG	-294	Xinjiang, Changji Region, Qitai  County, Baiyanghe	China	O3ac2
C830.SG	-240	Xinjiang, Bayinguoleng Region, Qiemo  County, Zhagunluke	China	R1b1
C833.SG	-198	Xinjiang, Bayinguoleng Region, Qiemo  County, Zhagunluke	China	R1b1
C837	-454	Xinjiang, Bayinguoleng Region, Qiemo  County, Zhagunluke	China	R1b1
C3652.SG	5	Xinjiang, Bayinguoleng Region, Qiemo  County, Zhagunluke	China	R1b1
C836	-240	Xinjiang, Bayinguoleng Region, Qiemo  County, Zhagunluke	China	R1b1
C3666	-77	Xinjiang, Bayinguoleng Region, Qiemo  County, Zhagunluke	China	R1b1
C3671.SG	-240	Xinjiang, Bayinguoleng Region, Qiemo  County, Zhagunluke	China	R1b1
C818	-240	Xinjiang, Bayinguoleng Region, Qiemo  County, Zhagunluke	China	R1b1
C1192	-565	Xinjiang, Kashi (Kashgar) Region, Tashikuergan(Taxkorgan)  County, Jierzankale(Jirzankal)	China	Q1a2
C1206	-401	Xinjiang, Kashi Region, Tashikuergan  County, Jierzankale	China	Q1a2a
C1221	-565	Xinjiang, Kashi Region, Tashikuergan  County, Jierzankale	China	Q1a2a
C1222	-565	Xinjiang, Kashi Region, Tashikuergan  County, Jierzankale	China	Q1a2a
C1229	-565	Xinjiang, Kashi Region, Tashikuergan  County, Jierzankale	China	Q1a2a
C1220	-565	Xinjiang, Kashi Region, Tashikuergan  County, Jierzankale	China	Q1a2a
C1235	-802	Xinjiang, Hetian(Hotan/Khotan) Region, Yutian (Keriya)  County, Liushui	China	Q1a2a1c
C1246	-844	Xinjiang, Hetian Region, Yutian  County, Liushui	China	Q1a2
C1258	-945	Xinjiang, Hetian Region, Yutian  County, Liushui	China	Q1a
C387_noUDG	299	Xinjiang, Hetian Region, Luopu  County, Hetian	China	O3ac2
C390_noUDG	299	Xinjiang, Hetian Region, Luopu  County, Hetian	China	O3ac2
C391_noUDG	170	Xinjiang, Hetian Region, Luopu  County, Hetian	China	O3ac2
C3625	161	Xinjiang, Hetian Region, Luopu  County, Shanpula	China	Q1a2a1c
CNE1_noUDG	-775	Mustang, Chokhopani	Nepal	O2a2b1a1a6
KM4_noUDG	-401	Manang, Kyang	Nepal	O2a2b1a1a6
KS20_KS25_noUDG	-401	Manang, Kyang	Nepal	O2a2b1a1a6
KS8_noUDG	-401	Manang, Kyang	Nepal	O2a2b1a1a
KS9_noUDG	-401	Manang, Kyang	Nepal	O2a2b1a1a6
M354_noUDG	-325	Mustang, Mebrak	Nepal	O2a2b1a1a6
M63_M339_M359_noUDG	-325	Mustang, Mebrak	Nepal	O2a2b1a1a6
R5_noUDG	-700	Mustang, Rhirhi	Nepal	O2a2b1a1
S10_S13_noUDG	675	Mustang, Samdzong	Nepal	O2a2b1a1a6
S143_S173_noUDG	675	Mustang, Samdzong	Nepal	O2a2b1a1a6
S153_S183_noUDG	675	Mustang, Samdzong	Nepal	O2a2b1a1a6
S163_noUDG	675	Mustang, Samdzong	Nepal	O
CO066	1528	Maucallacta	Peru	Q1b1a1a1i
TW004	925	Akapana	Bolivia	Q1b1a1a1
TW008	929	Akapana	Bolivia	Q1b1a1a1w
TW027	1015	Lukurmata	Bolivia	Q1b1
TW028	1495	Lukurmata	Bolivia	Q1b1a1a1i
TW097	933	Akapana	Bolivia	Q1b1a
UZZ033_noUDG	-5295	Sicily, Grotta dell’Uzzo	Italy	H2
UZZ040_noUDG	-6329	Sicily, Grotta dell’Uzzo	Italy	I2a1b
UZZ057_noUDG	-2093	Sicily, Grotta dell’Uzzo	Italy	R1b1a1b1a1a2
UZZ061_noUDG	-4789	Sicily, Grotta dell’Uzzo	Italy	C1a2b1
UZZ081_noUDG	-6628	Sicily, Grotta dell’Uzzo	Italy	I2a1b2
DER002.SG	-5000	Saxony-Anhalt, Mittelelbe-Saaleregion, Derenburg-MeerenstiegII	Gernamy	G2a2b2b2
DER009.SG	-5078	Saxony-Anhalt, Mittelelbe-Saaleregion, Derenburg-MeerenstiegII	Gernamy	H2
DER002	-5000	Saxony-Anhalt, Mittelelbe-Saaleregion, Derenburg-MeerenstiegII	Gernamy	G2a2b2b2
DER004	-5000	Saxony-Anhalt, Mittelelbe-Saaleregion, Derenburg-MeerenstiegII	Gernamy	H2
DER006	-5000	Saxony-Anhalt, Mittelelbe-Saaleregion, Derenburg-MeerenstiegII	Gernamy	G2a2b2b2
DER009	-5078	Saxony-Anhalt, Mittelelbe-Saaleregion, Derenburg-MeerenstiegII	Gernamy	H2
DER011	-5000	Saxony-Anhalt, Mittelelbe-Saaleregion, Derenburg-MeerenstiegII	Gernamy	H2
DER013	-5000	Saxony-Anhalt, Mittelelbe-Saaleregion, Derenburg-MeerenstiegII	Gernamy	G2a2b2b2
DER014	-4904	Saxony-Anhalt, Mittelelbe-Saaleregion, Derenburg-MeerenstiegII	Gernamy	H2
DER017	-5000	Saxony-Anhalt, Mittelelbe-Saaleregion, Derenburg-MeerenstiegII	Gernamy	C1a2b
DER020	-5035	Saxony-Anhalt, Mittelelbe-Saaleregion, Derenburg-MeerenstiegII	Gernamy	H2
DER021	-5000	Saxony-Anhalt, Mittelelbe-Saaleregion, Derenburg-MeerenstiegII	Gernamy	I2a2b
DER026	-5000	Saxony-Anhalt, Mittelelbe-Saaleregion, Derenburg-MeerenstiegII	Gernamy	H2
DER030	-5000	Saxony-Anhalt, Mittelelbe-Saaleregion, Derenburg-MeerenstiegII	Gernamy	H2
DER031	-5097	Saxony-Anhalt, Mittelelbe-Saaleregion, Derenburg-MeerenstiegII	Gernamy	T1a1
DER032	-5222	Saxony-Anhalt, Mittelelbe-Saaleregion, Derenburg-MeerenstiegII	Gernamy	H2
BSK002	1338	ChüyRegion, Ysyk-AtaDistrict, Kara-DjigachChristiancemetery	Kyrgyzstan	Q1a2a1c
BSK004	1303	ChüyRegion, Buranacemetery	Kyrgyzstan	R1b1a2
syr005	717	TellQarassa	Syria	J
FLR008	-4233	Calvados, Fleury-sur-Orne	France	H2m2
FLR009	-3856	Calvados, Fleury-sur-Orne	France	H2
FLR011	-3616	Calvados, Fleury-sur-Orne	France	I2a1a
FLR012	-3894	Calvados, Fleury-sur-Orne	France	I2a1a2
FLR015	-4365	Calvados, Fleury-sur-Orne	France	G2a2a
AYIM22BY.SG	-2596	Xinjiang, Ayituohan	China	Q1b1
G218M5-2.SG	-2825	Xinjiang, Nileke	China	R1b1a1a2a2
G218M5-3N.SG	-2899	Xinjiang, Nileke	China	Q1b1
11KBM1.SG	-1743	Xinjiang, Beifang	China	R1
L5209	-1950	Xinjiang, Xiaohe	China	R1b1c
L5213	-1950	Xinjiang, Xiaohe	China	R1b1c
A1801	650	Danube-Tisza Interfluve, Budapest-Csepel-Kavicsbánya	Hungary	N1a1a1a1a3a2
A1802	650	Danube-Tisza Interfluve, Kunbábony	Hungary	N1a1a1a1a3a
A1804	650	Transtisza region, Szarvas -Kovács-halom site 8/1	Hungary	Q1a2a1a4a
A1807	650	Transtisza region, Szarvas -Kovács-halom site 8/1	Hungary	Q1b1a3b
A1808	620	Danube-Tisza Interfluve, Szalkszentmárton - Táborállás	Hungary	N1a1a1a1a
A181014	450	Danube-Tisza Interfluve, Kecskemét-Mindszenti-dűlő	Hungary	I2a1b1a2b1
A181015	450	Danube-Tisza Interfluve, Kecskemét-Mindszenti-dűlő	Hungary	I1a2a1a1a1b
A181016	450	Danube-Tisza Interfluve, Kecskemét-Mindszenti-dűlő	Hungary	I1a2a1a1a
A181017	450	Danube-Tisza Interfluve, Kecskemét-Mindszenti-dűlő	Hungary	I1a
A181019	450	Danube-Tisza Interfluve, Kecskemét-Mindszenti-dűlő	Hungary	I2a1b1a2b1a
A181023	400	Transtisza region, Hajdúnánás-Fürj-halom-dűlő 2. site, M3/40A	Hungary	R1b1a1b1a1a2b
A181025	400	Transtisza region, Hajdúnánás-Fürj-halom-dűlő 2. site, M3/40A	Hungary	G2a1a1a1a1a1
A181028	400	Transtisza region, Hajdúnánás-Fürj-halom-dűlő 2. site, M3/40A	Hungary	R1a1a1b2a2a1
A181029	450	North Transdanubia, Árpás-Dombiföld- Szérüskert	Hungary	R1a1a1b2a2b2
A1812	650	Danube-Tisza Interfluve, Kunszállás-Fülöpjakab	Hungary	N1a1a1a1a3a
A1813	700	Danube-Tisza Interfluve, Kunszállás-Fülöpjakab	Hungary	N1a1a1a1a3a
A1814	775	Danube-Tisza Interfluve, Kunszállás-Fülöpjakab	Hungary	N1a1a1a1a3a
A1815	750	Danube-Tisza Interfluve, Kunszállás-Fülöpjakab	Hungary	N1a1a1a1a3a
A1817	650	Danube-Tisza Interfluve, Kunpeszér - Felsőpeszéri út	Hungary	N1a1a1a1a3a
A1819	650	Danube-Tisza Interfluve, Petőfiszállás	Hungary	N1a1a1a1a3a
A1820	650	Danube-Tisza Interfluve, Kunpeszér - Felsőpeszéri út	Hungary	N1a1a1a1a
A1821	650	Danube-Tisza Interfluve, Kunpeszér - Felsőpeszéri út	Hungary	N1a1a1a1a3a
A1822	650	Danube-Tisza Interfluve, Kunpeszér - Felsőpeszéri út	Hungary	N1a1a1a1a3a
A1823	650	Danube-Tisza Interfluve, Kecskemét-Sallai út	Hungary	N1a1a1a1a3a
A1824	625	South Transdanubia, Kölked -Feketekapu	Hungary	R1a1a1b1a2a
UKY001	-11979	Siberia, Eastern Siberia, Ust'Kyakhta	Russia	C2b
